champ,role,pickrate,winrate,banrate,rank,change
Morgana,JUNGLE,1.46,53.02,28.82,plattogm,no change
Nami,SUPPORT,4.92,53.12,0.16,plattogm,no change
Nasus,TOP,3.7,50.79,2.84,plattogm,no change
Nautilus,SUPPORT,10.47,49.33,11.61,plattogm,no change
Neeko,MID,1.29,52.07,0.23,plattogm,no change
Neeko,SUPPORT,0.45,50.12,0.23,plattogm,no change
Neeko,TOP,0.24,49.94,0.25,plattogm,no change
Nidalee,JUNGLE,5.51,48.38,2.62,plattogm,no change
Nocturne,JUNGLE,4.97,51.9,5.39,plattogm,no change
Nocturne,TOP,1.97,52.97,5.39,plattogm,no change
Nocturne,MID,1.27,54.13,5.39,plattogm,no change
Olaf,JUNGLE,1.75,49.44,1.32,plattogm,buff
Olaf,TOP,0.25,47.44,1.28,plattogm,buff
Orianna,MID,3.15,48.31,0.3,plattogm,no change
Ornn,TOP,3.3,51.68,0.42,plattogm,no change
Pantheon,MID,1.96,53.08,2.43,plattogm,no change
Pantheon,TOP,0.9,50.27,2.43,plattogm,no change
Pantheon,SUPPORT,1.43,46.62,2.43,plattogm,no change
Poppy,JUNGLE,1.64,51.18,1.07,plattogm,no change
Poppy,TOP,1.61,48.14,1.07,plattogm,no change
Pyke,SUPPORT,5.96,47.94,4.8,plattogm,no change
Qiyana,MID,5.11,48.23,10.12,plattogm,no change
Quinn,MID,0.24,53.55,0.78,plattogm,no change
Quinn,TOP,1.34,49.98,0.78,plattogm,no change
Rakan,SUPPORT,4.42,49.68,0.17,plattogm,no change
Rammus,JUNGLE,2.24,51.66,4.25,plattogm,no change
Rek'Sai,JUNGLE,3.09,50.17,2.23,plattogm,no change
Rell,SUPPORT,2.3,50.18,1.89,plattogm,no change
Renekton,TOP,4.91,46.57,6.96,plattogm,no change
Renekton,MID,1.3,49.88,6.96,plattogm,no change
Rengar,JUNGLE,2.57,50.1,3.6,plattogm,no change
Rengar,TOP,1.12,48.48,3.6,plattogm,no change
Riven,TOP,6.12,51.13,4.5,plattogm,nerf
Riven,MID,1.02,55.88,4.5,plattogm,nerf
Rumble,JUNGLE,7.99,47.78,10.29,plattogm,nerf
Rumble,MID,1.68,50.47,10.29,plattogm,nerf
Rumble,TOP,1.16,51.39,10.29,plattogm,nerf
Ryze,MID,2.54,48.32,0.21,plattogm,no change
Ryze,TOP,0.78,49.84,0.21,plattogm,no change
Samira,ADC,10.98,49.93,26.66,plattogm,no change
Sejuani,JUNGLE,2.06,48.99,0.15,plattogm,no change
Senna,SUPPORT,12.02,51.25,13.02,plattogm,no change
Seraphine,ADC,0.68,53.65,2.37,plattogm,no change
Seraphine,MID,0.97,52.89,2.37,plattogm,no change
Seraphine,SUPPORT,4.31,48.42,2.37,plattogm,no change
Sett,TOP,12.37,51.42,11.25,plattogm,no change
Sett,MID,3.4,51.15,11.25,plattogm,no change
Sett,SUPPORT,2.54,45.01,11.25,plattogm,no change
Shaco,JUNGLE,7,50.76,25.96,plattogm,no change
Shaco,SUPPORT,1.28,51.79,25.96,plattogm,no change
Shen,TOP,5.58,53.69,2.73,plattogm,no change
Shyvana,JUNGLE,1.09,48.98,0.14,plattogm,no change
Shyvana,TOP,0.2,49.06,0.18,plattogm,no change
Singed,TOP,1.44,52.37,0.24,plattogm,no change
Singed,MID,0.23,54.73,0.25,plattogm,no change
Sion,MID,0.37,53.86,0.19,plattogm,no change
Sion,TOP,2.55,48.86,0.18,plattogm,no change
Sivir,ADC,3.32,49.01,0.4,plattogm,no change
Skarner,JUNGLE,0.77,49.56,0.16,plattogm,no change
Skarner,TOP,0.09,48.07,0.16,plattogm,no change
Sona,SUPPORT,2.47,56.47,0.11,plattogm,no change
Soraka,SUPPORT,4.6,50.07,0.49,plattogm,no change
Swain,ADC,0.82,56.71,1.66,plattogm,no change
Swain,MID,0.55,53.12,1.97,plattogm,no change
Swain,SUPPORT,2.06,51.67,1.66,plattogm,no change
Sylas,MID,13.37,49.83,20.82,plattogm,no change
Sylas,TOP,5.29,50.13,20.82,plattogm,no change
Syndra,MID,1.79,50.04,0.35,plattogm,no change
Tahm Kench,ADC,0.76,53.92,0.24,plattogm,tweak
Tahm Kench,TOP,0.57,47.68,0.22,plattogm,tweak
Tahm Kench,SUPPORT,0.46,45.24,0.24,plattogm,tweak
Taliyah,JUNGLE,1.22,54.44,0.22,plattogm,no change
Taliyah,MID,0.16,48.94,0.22,plattogm,no change
Talon,MID,3.82,52.8,4.67,plattogm,no change
Talon,TOP,0.44,49.21,4.67,plattogm,no change
Taric,SUPPORT,1.25,49.94,0.18,plattogm,no change
Teemo,TOP,2.06,52.03,1.27,plattogm,no change
Teemo,MID,0.35,50.75,1.48,plattogm,no change
Thresh,SUPPORT,16.88,51,17,plattogm,no change
Tristana,ADC,12.09,50.7,7.64,plattogm,no change
Trundle,TOP,0.81,56.89,0.25,plattogm,no change
Trundle,JUNGLE,1.3,50.76,0.25,plattogm,no change
Tryndamere,TOP,2.66,51.85,3.33,plattogm,no change
Tryndamere,MID,0.99,54.14,3.33,plattogm,no change
Twisted Fate,MID,3.47,52.45,0.53,plattogm,no change
Twitch,ADC,4.67,49.25,1.9,plattogm,no change
Udyr,JUNGLE,2.76,46.51,4.8,plattogm,no change
Urgot,TOP,3.32,53.27,2.62,plattogm,no change
Urgot,MID,0.39,51.53,2.62,plattogm,no change
Varus,ADC,8.64,48.41,3.09,plattogm,no change
Vayne,ADC,10.66,52.97,7.41,plattogm,no change
Veigar,ADC,0.68,54.78,0.46,plattogm,no change
Veigar,MID,2.04,47.49,0.46,plattogm,no change
Veigar,SUPPORT,0.68,50.12,0.51,plattogm,no change
Vel'Koz,MID,1.28,52.97,0.32,plattogm,no change
Vel'Koz,SUPPORT,1.5,48.26,0.32,plattogm,no change
Vi,JUNGLE,2.08,52.18,0.24,plattogm,tweak
Viego,JUNGLE,9.69,48.69,27.05,plattogm,tweak
Viego,MID,5.43,50.59,27.05,plattogm,tweak
Viego,TOP,3.31,51.06,27.05,plattogm,tweak
Viktor,MID,4.14,50.41,0.59,plattogm,no change
Vladimir,MID,4.65,52.28,9.61,plattogm,no change
Vladimir,TOP,1.81,51.84,9.61,plattogm,no change
Volibear,TOP,3.53,49.88,3.84,plattogm,no change
Volibear,JUNGLE,4.2,50.3,3.84,plattogm,no change
Warwick,JUNGLE,3.05,51.13,1,plattogm,no change
Warwick,TOP,1.03,51.04,0.88,plattogm,no change
Wukong,TOP,5.29,52.58,5.61,plattogm,no change
Wukong,JUNGLE,0.7,58.9,5.61,plattogm,no change
Wukong,MID,0.74,55.11,5.61,plattogm,no change
Xayah,ADC,2.68,48.36,0.13,plattogm,buff
Xerath,MID,3.09,48.74,2.53,plattogm,no change
Xerath,SUPPORT,3.76,50.15,2.53,plattogm,no change
Xin Zhao,JUNGLE,12.97,53.87,12.56,plattogm,no change
Yasuo,MID,8.08,50.89,14.03,plattogm,no change
Yasuo,TOP,1.77,50.94,14.03,plattogm,no change
Yasuo,ADC,1.69,49.49,14.03,plattogm,no change
Yone,MID,7.93,49.51,15.99,plattogm,no change
Yone,TOP,2.28,52.22,15.99,plattogm,no change
Yorick,MID,0.16,54.78,0.77,plattogm,no change
Yorick,TOP,1.2,49.99,0.66,plattogm,no change
Yuumi,SUPPORT,10.99,50.5,12.27,plattogm,no change
Zac,JUNGLE,5.05,52.99,2.47,plattogm,no change
Zed,MID,9.54,50.6,33.83,plattogm,no change
Ziggs,MID,2.65,49.84,0.37,plattogm,no change
Ziggs,ADC,1.48,50.49,0.37,plattogm,no change
Zilean,SUPPORT,3.78,53.36,1.33,plattogm,no change
Zilean,MID,0.55,55.7,1.33,plattogm,no change
Zoe,MID,3.27,48.3,2.27,plattogm,no change
Zyra,SUPPORT,3.46,51.61,1.07,plattogm,no change
Aatrox,TOP,5.35,50.69,2.84,plattogm,no change
Aatrox,MID,0.79,58.66,2.84,plattogm,no change
Ahri,MID,4.06,53.52,0.81,plattogm,no change
Akali,MID,10.24,48.23,27.36,plattogm,nerf
Akali,TOP,5.18,46.64,27.36,plattogm,nerf
Alistar,SUPPORT,6.02,50.3,1.9,plattogm,no change
Amumu,JUNGLE,1.79,47.69,0.42,plattogm,no change
Anivia,MID,3.12,53.12,3.65,plattogm,no change
Anivia,TOP,0.32,50.2,3.65,plattogm,no change
Annie,MID,1.95,56.95,0.63,plattogm,no change
Aphelios,ADC,9.51,49.6,2.05,plattogm,no change
Ashe,ADC,5.32,51.42,0.41,plattogm,no change
Aurelion Sol,TOP,0.12,54.22,0.23,plattogm,no change
Aurelion Sol,MID,1,52.98,0.25,plattogm,no change
Azir,MID,1.44,48.69,0.22,plattogm,no change
Azir,TOP,0.15,49.98,0.22,plattogm,no change
Bard,SUPPORT,4.63,53.28,0.95,plattogm,no change
Blitzcrank,SUPPORT,4.46,49.36,5.6,plattogm,no change
Brand,MID,0.6,52.78,2.33,plattogm,no change
Brand,SUPPORT,2.91,48.75,1.92,plattogm,no change
Braum,SUPPORT,3.61,53.08,0.34,plattogm,no change
Caitlyn,ADC,7.86,51.38,2.51,plattogm,no change
Camille,TOP,8.75,52.72,6,plattogm,no change
Cassiopeia,MID,1.74,51.63,0.77,plattogm,no change
Cassiopeia,ADC,0.24,51.15,0.79,plattogm,no change
Cassiopeia,TOP,0.45,45.54,0.77,plattogm,no change
Cho'Gath,TOP,1.81,52.5,0.59,plattogm,no change
Cho'Gath,MID,0.5,51.62,0.59,plattogm,no change
Corki,MID,1.91,50.69,0.22,plattogm,no change
Corki,TOP,0.23,54.42,0.22,plattogm,no change
Darius,TOP,3.67,49.69,17.67,plattogm,buff
Darius,MID,0.42,47.09,17.67,plattogm,buff
Diana,JUNGLE,11.56,50.47,12,plattogm,no change
Diana,MID,2.74,50.58,12,plattogm,no change
Dr. Mundo,TOP,5.52,49.99,10.64,plattogm,tweak
Draven,ADC,7.14,51.29,8.21,plattogm,no change
Ekko,MID,3.44,51.02,2.3,plattogm,no change
Ekko,JUNGLE,4.3,48.61,2.3,plattogm,no change
Elise,JUNGLE,3.73,49.2,7.25,plattogm,no change
Evelynn,JUNGLE,4.3,51.13,11.33,plattogm,no change
Ezreal,ADC,31.78,50.58,30,plattogm,no change
Fiddlesticks,JUNGLE,4.76,52.03,7.76,plattogm,no change
Fiora,TOP,7.96,51.67,11.65,plattogm,no change
Fizz,MID,2.6,52.23,4.25,plattogm,no change
Galio,MID,3.24,52.47,1.32,plattogm,no change
Galio,SUPPORT,2.11,48.63,1.32,plattogm,no change
Gangplank,TOP,3.04,49.7,1.93,plattogm,no change
Gangplank,MID,0.45,49.14,1.93,plattogm,no change
Garen,TOP,2.79,51.91,1.55,plattogm,buff
Garen,MID,0.54,53.05,1.86,plattogm,buff
Gnar,TOP,3.92,52.2,2.01,plattogm,no change
Gragas,JUNGLE,2.22,47.8,0.31,plattogm,no change
Gragas,TOP,0.88,48.96,0.31,plattogm,no change
Gragas,SUPPORT,0.88,47.68,0.31,plattogm,no change
Graves,JUNGLE,4.04,50.13,1.27,plattogm,buff
Gwen,TOP,7.38,47.99,39.32,plattogm,no change
Gwen,JUNGLE,1.75,51.33,39.32,plattogm,no change
Gwen,MID,1.19,52,39.32,plattogm,no change
Hecarim,JUNGLE,5.95,49.96,4.02,plattogm,no change
Heimerdinger,TOP,0.69,55.31,0.55,plattogm,no change
Heimerdinger,MID,0.72,52.63,0.55,plattogm,no change
Heimerdinger,SUPPORT,0.19,52.88,0.55,plattogm,no change
Heimerdinger,ADC,0.45,48.68,0.55,plattogm,no change
Illaoi,TOP,1.61,49.34,1.15,plattogm,buff
Irelia,TOP,4.71,47.07,10.38,plattogm,tweak
Irelia,MID,2.77,46.39,10.38,plattogm,tweak
Ivern,JUNGLE,1.54,50.36,0.5,plattogm,buff
Janna,SUPPORT,5.54,52.51,0.48,plattogm,no change
Jarvan IV,JUNGLE,2.34,49.05,0.14,plattogm,no change
Jax,TOP,5.63,50.04,6.41,plattogm,no change
Jayce,TOP,3.94,50.01,1.64,plattogm,no change
Jayce,MID,1.37,50.37,1.64,plattogm,no change
Jhin,ADC,12.3,51.34,1.22,plattogm,no change
Jinx,ADC,10.98,51.52,1.05,plattogm,no change
Kai'Sa,ADC,18.83,49.18,4.19,plattogm,no change
Kalista,ADC,4.39,47.31,1.07,plattogm,no change
Karma,SUPPORT,13.88,48.23,7.21,plattogm,nerf
Karma,MID,1.56,49.65,7.21,plattogm,nerf
Karthus,JUNGLE,3.12,49.29,3.95,plattogm,no change
Karthus,ADC,0.59,52.8,3.95,plattogm,no change
Kassadin,MID,4.77,50.86,15.86,plattogm,no change
Katarina,MID,8.59,49.96,19.62,plattogm,no change
Kayle,TOP,3.29,51.12,1.51,plattogm,no change
Kayle,MID,1.68,53.53,1.51,plattogm,no change
Kayn,JUNGLE,10.06,52.38,12.04,plattogm,no change
Kennen,MID,0.48,55.1,0.29,plattogm,no change
Kennen,TOP,1.68,50.79,0.29,plattogm,no change
Kha'Zix,JUNGLE,8.81,51.33,9.28,plattogm,no change
Kindred,JUNGLE,5.43,52.01,4.3,plattogm,no change
Kled,TOP,2.45,53.54,1.01,plattogm,no change
Kled,MID,0.5,56.61,1.01,plattogm,no change
Kog'Maw,ADC,7.91,51.85,4.19,plattogm,no change
LeBlanc,MID,7.44,50.54,8.39,plattogm,no change
Lee Sin,JUNGLE,19.58,49.61,21.15,plattogm,no change
Lee Sin,TOP,3.48,48.8,21.15,plattogm,no change
Leona,SUPPORT,11,51.24,17.82,plattogm,no change
Lillia,JUNGLE,1.48,45.78,0.22,plattogm,tweak
Lissandra,MID,2,52.41,0.33,plattogm,no change
Lissandra,TOP,0.27,49.07,0.33,plattogm,no change
Lucian,MID,4.68,46.91,3.67,plattogm,no change
Lucian,TOP,1.3,49.23,3.67,plattogm,no change
Lucian,ADC,4.4,46.89,3.67,plattogm,no change
Lulu,SUPPORT,15.91,51.46,44.21,plattogm,no change
Lux,MID,3.68,51.64,1,plattogm,no change
Lux,SUPPORT,4.98,50.5,1,plattogm,no change
Malphite,TOP,4.6,51.54,7.12,plattogm,no change
Malphite,MID,1.02,50.48,7.12,plattogm,no change
Malzahar,MID,3.47,54.13,2.77,plattogm,nerf
Malzahar,TOP,0.4,50.14,2.77,plattogm,nerf
Maokai,SUPPORT,2.4,50.41,0.27,plattogm,no change
Maokai,TOP,0.64,45.37,0.27,plattogm,no change
Master Yi,JUNGLE,4.44,47.34,6.12,plattogm,no change
Miss Fortune,ADC,4.3,50.42,0.23,plattogm,no change
Mordekaiser,TOP,4.26,47.12,5.13,plattogm,no change
Mordekaiser,MID,0.66,52.52,5.13,plattogm,no change
Mordekaiser,JUNGLE,0.43,48.48,5.13,plattogm,no change
Morgana,SUPPORT,5.9,50.73,24.47,plattogm,no change
Morgana,JUNGLE,0.97,49.56,24.47,plattogm,no change
Nami,SUPPORT,4.95,52.47,0.14,plattogm,no change
Nasus,TOP,3.89,50.92,3.16,plattogm,no change
Nautilus,SUPPORT,9.85,50.76,10.98,plattogm,no change
Neeko,MID,1.23,51.07,0.23,plattogm,no change
Neeko,TOP,0.24,53.57,0.23,plattogm,no change
Neeko,SUPPORT,0.47,45.8,0.23,plattogm,no change
Nidalee,JUNGLE,4.48,47.7,1.81,plattogm,no change
Nocturne,JUNGLE,9.79,54.18,31.14,plattogm,tweak
Nocturne,TOP,4.11,54.75,31.14,plattogm,tweak
Nocturne,MID,2.16,55.92,31.14,plattogm,tweak
Olaf,JUNGLE,2.17,52.03,1.46,plattogm,no change
Olaf,TOP,0.33,46.68,1.39,plattogm,no change
Orianna,MID,3.17,49.61,0.27,plattogm,no change
Ornn,TOP,3.34,52.87,0.4,plattogm,no change
Pantheon,MID,1.93,51.25,2.12,plattogm,no change
Pantheon,TOP,0.9,50.89,2.12,plattogm,no change
Pantheon,SUPPORT,1.67,45.1,2.12,plattogm,no change
Poppy,TOP,1.39,54.27,0.77,plattogm,no change
Poppy,JUNGLE,1.77,52.06,0.77,plattogm,no change
Pyke,SUPPORT,6.11,48.68,4.71,plattogm,no change
Qiyana,MID,4.4,50.49,7.51,plattogm,no change
Quinn,TOP,1.37,51.39,0.74,plattogm,no change
Quinn,MID,0.26,50.23,0.74,plattogm,no change
Rakan,SUPPORT,4.69,51.42,0.17,plattogm,no change
Rammus,JUNGLE,2.14,49.1,3.59,plattogm,no change
Rek'Sai,JUNGLE,2.36,48.14,1.55,plattogm,no change
Rell,SUPPORT,2.04,50.52,1.32,plattogm,no change
Renekton,TOP,4.94,47.74,6.03,plattogm,no change
Renekton,MID,1.23,50.44,6.03,plattogm,no change
Rengar,TOP,1.24,49.9,3.05,plattogm,no change
Rengar,JUNGLE,2.61,46.98,3.05,plattogm,no change
Riven,TOP,6.21,52.16,4.39,plattogm,no change
Riven,MID,0.99,55.27,4.39,plattogm,no change
Rumble,MID,1.33,51.75,3.72,plattogm,no change
Rumble,TOP,1.05,48.76,3.72,plattogm,no change
Rumble,JUNGLE,3.23,44.2,3.72,plattogm,no change
Ryze,MID,3.66,48.79,0.33,plattogm,no change
Ryze,TOP,1.07,45.29,0.33,plattogm,no change
Samira,ADC,10.64,49.95,24.93,plattogm,no change
Sejuani,JUNGLE,1.86,50.13,0.14,plattogm,no change
Sejuani,TOP,0.43,50.55,0.14,plattogm,no change
Senna,SUPPORT,9.97,51.49,10.58,plattogm,no change
Seraphine,SUPPORT,4.15,51.95,1.77,plattogm,buff
Seraphine,MID,1,53.95,1.77,plattogm,buff
Seraphine,ADC,0.74,54.04,1.77,plattogm,buff
Sett,TOP,11.96,51.15,12.68,plattogm,no change
Sett,MID,2.83,51.42,12.68,plattogm,no change
Sett,SUPPORT,2.4,47.64,12.68,plattogm,no change
Shaco,JUNGLE,7.72,52.73,29.74,plattogm,nerf
Shaco,SUPPORT,1.41,51.28,29.74,plattogm,nerf
Shen,TOP,5.1,51.19,2.08,plattogm,no change
Shyvana,JUNGLE,1.07,48.8,0.13,plattogm,no change
Shyvana,TOP,0.21,45.79,0.15,plattogm,no change
Singed,TOP,1.4,49.34,0.28,plattogm,no change
Singed,MID,0.23,51.74,0.25,plattogm,no change
Sion,TOP,2.83,49.63,0.22,plattogm,no change
Sion,MID,0.4,50,0.22,plattogm,no change
Sivir,ADC,3.13,52.36,0.33,plattogm,no change
Skarner,JUNGLE,0.78,50.97,0.14,plattogm,no change
Skarner,TOP,0.11,51.49,0.14,plattogm,no change
Sona,SUPPORT,2.52,52.28,0.14,plattogm,no change
Soraka,SUPPORT,4.61,51.59,0.48,plattogm,no change
Swain,ADC,0.92,52.23,1.59,plattogm,no change
Swain,MID,0.53,51.17,1.86,plattogm,no change
Swain,SUPPORT,2.08,49.09,1.59,plattogm,no change
Sylas,MID,12.74,51.48,20.24,plattogm,no change
Sylas,TOP,4.98,50.52,20.24,plattogm,no change
Syndra,MID,1.89,48.05,0.34,plattogm,no change
Tahm Kench,TOP,2.04,47.59,2.06,plattogm,tweak
Tahm Kench,SUPPORT,1.56,42.82,2.06,plattogm,tweak
Taliyah,JUNGLE,1.21,49.56,0.2,plattogm,no change
Taliyah,MID,0.15,49.36,0.2,plattogm,no change
Talon,MID,3.62,51.34,3.83,plattogm,no change
Talon,TOP,0.44,51.76,3.83,plattogm,no change
Taric,SUPPORT,1.43,49.32,0.17,plattogm,buff
Teemo,TOP,2.19,52.73,1.47,plattogm,no change
Teemo,MID,0.34,51.3,1.47,plattogm,no change
Thresh,SUPPORT,17.95,51.54,16.94,plattogm,no change
Tristana,ADC,11.18,51.37,5.95,plattogm,no change
Trundle,TOP,1.44,52.92,0.39,plattogm,no change
Trundle,JUNGLE,1.78,51.2,0.39,plattogm,no change
Tryndamere,TOP,2.95,48.38,4.1,plattogm,no change
Tryndamere,MID,0.98,52.28,4.1,plattogm,no change
Twisted Fate,MID,3.61,49.78,0.42,plattogm,no change
Twitch,ADC,4.38,48.76,1.69,plattogm,no change
Udyr,JUNGLE,1.61,48.6,2.12,plattogm,no change
Urgot,TOP,2.83,49.55,1.91,plattogm,no change
Urgot,MID,0.32,54.26,2.1,plattogm,no change
Varus,ADC,7.7,50.21,2.29,plattogm,no change
Vayne,ADC,11.53,53.45,6.83,plattogm,no change
Veigar,ADC,0.93,54.21,0.46,plattogm,no change
Veigar,MID,2.21,48.48,0.46,plattogm,no change
Veigar,SUPPORT,0.6,44.28,0.46,plattogm,no change
Vel'Koz,MID,1.26,49.78,0.32,plattogm,no change
Vel'Koz,SUPPORT,1.54,49.41,0.32,plattogm,no change
Vi,JUNGLE,2.04,48.83,0.21,plattogm,no change
Viego,JUNGLE,12.9,48.88,33.76,plattogm,no change
Viego,MID,4.08,50.27,33.76,plattogm,no change
Viego,TOP,3.07,50.77,33.76,plattogm,no change
Viktor,MID,4.14,53.3,0.52,plattogm,no change
Vladimir,MID,4.22,51.24,8.11,plattogm,no change
Vladimir,TOP,1.66,47.59,8.11,plattogm,no change
Volibear,TOP,3.22,49.65,3.53,plattogm,no change
Volibear,JUNGLE,4.43,48.5,3.53,plattogm,no change
Warwick,JUNGLE,2.6,51.91,0.87,plattogm,no change
Warwick,TOP,0.97,49.82,0.87,plattogm,no change
Wukong,TOP,4.49,50.47,3.53,plattogm,no change
Wukong,MID,0.61,55.93,3.53,plattogm,no change
Wukong,JUNGLE,0.58,51.76,3.63,plattogm,no change
Xayah,ADC,3.35,49.79,0.18,plattogm,no change
Xerath,MID,3.16,52.99,2.83,plattogm,no change
Xerath,SUPPORT,4.11,49.25,2.83,plattogm,no change
Xin Zhao,JUNGLE,15.57,54.06,31.83,plattogm,nerf
Yasuo,MID,8.49,51.34,14.05,plattogm,no change
Yasuo,ADC,1.87,53.12,14.05,plattogm,no change
Yasuo,TOP,1.9,49.55,14.05,plattogm,no change
Yone,MID,7.91,49.76,14.5,plattogm,no change
Yone,TOP,2.54,50.84,14.5,plattogm,no change
Yorick,TOP,2.4,45.31,1.8,plattogm,no change
Yuumi,SUPPORT,11.55,49.37,14.13,plattogm,no change
Zac,JUNGLE,4.78,51.19,2.17,plattogm,no change
Zed,MID,9.99,49.64,32.77,plattogm,no change
Ziggs,MID,2.93,50.92,1.09,plattogm,nerf
Ziggs,ADC,3.54,52.71,1.09,plattogm,nerf
Zilean,SUPPORT,3.73,54.38,1.2,plattogm,no change
Zilean,MID,0.57,51.27,1.2,plattogm,no change
Zoe,MID,3.04,49.61,1.92,plattogm,no change
Zyra,SUPPORT,3.71,53.06,1.14,plattogm,no change
Aatrox,TOP,5,51.92,2.33,plattogm,no change
Aatrox,MID,0.73,52.6,2.33,plattogm,no change
Ahri,MID,4.35,52.27,0.88,plattogm,no change
Akali,MID,4.81,45.14,14.31,plattogm,no change
Akali,TOP,2.66,45.78,14.31,plattogm,no change
Alistar,SUPPORT,5.74,51.6,1.62,plattogm,no change
Amumu,JUNGLE,1.8,49.98,0.42,plattogm,no change
Anivia,MID,3.23,51.33,3.76,plattogm,no change
Annie,MID,1.9,52.55,0.7,plattogm,nerf
Annie,SUPPORT,0.24,44.6,0.73,plattogm,nerf
Aphelios,ADC,10.75,49.38,2.51,plattogm,no change
Ashe,ADC,7.52,52.4,0.55,plattogm,no change
Aurelion Sol,MID,1.04,48.78,0.27,plattogm,nerf
Azir,MID,1.34,50.91,0.21,plattogm,no change
Bard,SUPPORT,4.72,53.56,1.02,plattogm,no change
Blitzcrank,SUPPORT,4.33,49.79,4.89,plattogm,buff
Brand,SUPPORT,3.08,53.73,2.04,plattogm,no change
Brand,MID,0.63,54.96,2.47,plattogm,no change
Braum,SUPPORT,3.92,51.98,0.34,plattogm,no change
Caitlyn,ADC,7.44,50.16,2.76,plattogm,buff
Camille,TOP,9.86,53.79,7.52,plattogm,no change
Cassiopeia,MID,2.29,52.97,0.97,plattogm,buff
Cassiopeia,ADC,0.29,55.63,0.98,plattogm,buff
Cassiopeia,TOP,0.56,51.07,0.98,plattogm,buff
Cho'Gath,TOP,1.76,54.83,0.51,plattogm,no change
Cho'Gath,MID,0.47,48.48,0.51,plattogm,no change
Corki,MID,1.92,54.04,0.2,plattogm,no change
Darius,TOP,5.21,50.61,17.9,plattogm,no change
Darius,MID,0.6,52.22,17.9,plattogm,no change
Diana,JUNGLE,13.45,50.15,16.27,plattogm,no change
Diana,MID,2.91,52.02,16.27,plattogm,no change
Dr. Mundo,TOP,5.46,49.37,7.43,plattogm,no change
Dr. Mundo,JUNGLE,1.1,44.18,7.43,plattogm,no change
Draven,ADC,7.06,51.04,9.48,plattogm,no change
Ekko,MID,3.5,52.22,2.33,plattogm,no change
Ekko,JUNGLE,4.2,49.47,2.33,plattogm,no change
Elise,JUNGLE,3.27,47.14,4.98,plattogm,no change
Evelynn,JUNGLE,4.34,49.17,12.01,plattogm,no change
Ezreal,ADC,28.01,51.02,20.97,plattogm,no change
Fiddlesticks,JUNGLE,4.39,52.69,7.29,plattogm,no change
Fiddlesticks,SUPPORT,0.27,49.07,7.29,plattogm,no change
Fiora,TOP,8.01,51.18,13.89,plattogm,no change
Fizz,MID,2.96,50.15,4.04,plattogm,no change
Galio,MID,2.97,51.55,1.17,plattogm,no change
Galio,SUPPORT,2.12,50.3,1.17,plattogm,no change
Gangplank,TOP,3.09,49.18,1.94,plattogm,no change
Gangplank,MID,0.5,50.19,1.94,plattogm,no change
Garen,TOP,3.82,50.32,1.93,plattogm,no change
Garen,MID,0.71,50.76,2.29,plattogm,no change
Gnar,TOP,3.45,49.67,1.5,plattogm,no change
Gragas,JUNGLE,1.99,49.89,0.24,plattogm,no change
Gragas,SUPPORT,0.94,48.82,0.24,plattogm,no change
Gragas,TOP,0.74,47.65,0.24,plattogm,no change
Graves,JUNGLE,8.74,50.83,3.7,plattogm,no change
Graves,MID,1.28,52.33,3.7,plattogm,no change
Gwen,TOP,6.77,48.59,38.31,plattogm,nerf
Gwen,JUNGLE,2.82,51.05,38.31,plattogm,nerf
Gwen,MID,1.1,47.82,38.31,plattogm,nerf
Hecarim,JUNGLE,5.34,50.61,3.42,plattogm,no change
Heimerdinger,ADC,0.44,56.67,0.52,plattogm,no change
Heimerdinger,SUPPORT,0.19,50.92,0.55,plattogm,no change
Heimerdinger,TOP,0.71,49.19,0.55,plattogm,no change
Heimerdinger,MID,0.73,48.29,0.52,plattogm,no change
Illaoi,TOP,1.8,51.72,1.34,plattogm,no change
Irelia,TOP,10.88,52.81,30.79,plattogm,nerf
Irelia,MID,7.05,50.15,30.79,plattogm,nerf
Ivern,JUNGLE,1.83,51.76,0.54,plattogm,no change
Janna,SUPPORT,5.61,52.35,0.5,plattogm,no change
Jarvan IV,JUNGLE,2.11,50.04,0.13,plattogm,no change
Jax,TOP,5.63,50.62,6.71,plattogm,no change
Jax,MID,0.63,56.08,6.71,plattogm,no change
Jayce,TOP,4.4,46.49,1.68,plattogm,no change
Jayce,MID,1.38,51.59,1.68,plattogm,no change
Jhin,ADC,11.63,49.77,1.25,plattogm,no change
Jinx,ADC,10,52.3,0.74,plattogm,no change
Kai'Sa,ADC,16.62,49.07,3.17,plattogm,no change
Kalista,ADC,4.14,49.94,1.38,plattogm,no change
Karma,SUPPORT,12.63,48.64,6.22,plattogm,no change
Karthus,JUNGLE,3.34,49.5,4.64,plattogm,no change
Karthus,ADC,0.64,55.19,4.64,plattogm,no change
Kassadin,MID,4.99,49.99,15.84,plattogm,no change
Katarina,MID,8.1,49.71,19.22,plattogm,no change
Kayle,TOP,3.68,52.95,2.43,plattogm,nerf
Kayle,MID,2.47,54.63,2.43,plattogm,nerf
Kayn,JUNGLE,10.12,51.19,12.34,plattogm,no change
Kennen,MID,0.48,56.95,0.31,plattogm,buff
Kennen,TOP,1.74,50.75,0.36,plattogm,buff
Kha'Zix,JUNGLE,9.36,53.56,9.56,plattogm,no change
Kindred,JUNGLE,4.96,52.21,3.87,plattogm,no change
