champ,role,winrate,banrate,pickrate,change,rank
Mordekaiser,MID,52.84,8.46,0.97,no change,irontogold
Morgana,SUPPORT,50.14,35.11,12.27,no change,irontogold
Morgana,MID,53.09,35.11,1.56,no change,irontogold
Nami,SUPPORT,51.24,0.38,5.3,no change,irontogold
Nasus,TOP,52.73,5.57,6.64,no change,irontogold
Nautilus,SUPPORT,49.84,9.68,8.62,no change,irontogold
Neeko,MID,51.5,0.96,2.99,no change,irontogold
Neeko,SUPPORT,47.9,0.96,0.92,no change,irontogold
Nidalee,JUNGLE,45.8,0.67,3.03,no change,irontogold
Nocturne,JUNGLE,48.18,1.58,3.7,buff,irontogold
Olaf,JUNGLE,51.77,14.89,6.94,tweak,irontogold
Orianna,MID,47.87,0.54,3.38,no change,irontogold
Ornn,TOP,51.44,1.77,4.8,no change,irontogold
Pantheon,MID,51.54,20.73,3.44,no change,irontogold
Pantheon,TOP,49.83,20.73,2.52,no change,irontogold
Pantheon,JUNGLE,50.47,20.73,2.24,no change,irontogold
Pantheon,SUPPORT,47.03,20.73,5.43,no change,irontogold
Poppy,TOP,49.32,0.65,2.02,no change,irontogold
Poppy,JUNGLE,51.09,0.65,0.95,no change,irontogold
Pyke,SUPPORT,46.47,12.84,7.38,no change,irontogold
Pyke,MID,50.58,12.84,1.15,no change,irontogold
Qiyana,MID,45.29,0.25,1.54,no change,irontogold
Quinn,TOP,49.9,2.14,2.42,no change,irontogold
Quinn,MID,51.79,2.14,0.39,no change,irontogold
Rakan,SUPPORT,48.83,0.24,3.35,no change,irontogold
Rammus,JUNGLE,54.52,8.15,4.66,no change,irontogold
Rek'Sai,JUNGLE,47.82,0.66,1.87,no change,irontogold
Rell,SUPPORT,52.24,3.37,3.62,no change,irontogold
Renekton,TOP,47.6,6.76,6.15,no change,irontogold
Renekton,MID,51.37,6.76,1.04,no change,irontogold
Rengar,TOP,48.96,1.73,1.02,no change,irontogold
Rengar,JUNGLE,45.54,1.73,2.85,no change,irontogold
Riven,TOP,47.04,1,3.75,no change,irontogold
Riven,MID,50.59,1,0.55,no change,irontogold
Rumble,MID,52.14,0.29,0.75,no change,irontogold
Rumble,TOP,46.78,0.29,1.05,no change,irontogold
Ryze,MID,46.55,0.28,2.2,no change,irontogold
Ryze,TOP,46.6,0.28,0.85,no change,irontogold
Samira,ADC,47.21,42.53,11.23,no change,irontogold
Sejuani,JUNGLE,50.57,0.23,2.1,no change,irontogold
Senna,ADC,47.59,1.85,1.51,buff,irontogold
Senna,SUPPORT,44.84,1.85,4.78,buff,irontogold
Seraphine,SUPPORT,52.07,7.38,7.89,no change,irontogold
Seraphine,MID,53.2,7.38,1.19,no change,irontogold
Sett,TOP,49.34,6.39,7.73,no change,irontogold
Sett,MID,51.91,6.39,1.25,no change,irontogold
Sett,SUPPORT,46.48,6.39,2.2,no change,irontogold
Shaco,SUPPORT,52.88,11.08,2.47,buff,irontogold
Shaco,JUNGLE,48.6,11.08,4.96,buff,irontogold
Shen,TOP,50.7,2.93,6.23,no change,irontogold
Shyvana,TOP,49.79,0.27,0.25,no change,irontogold
Shyvana,JUNGLE,48.28,0.27,1.82,no change,irontogold
Singed,TOP,49.92,0.19,1.02,no change,irontogold
Sion,TOP,52.35,0.3,2.34,no change,irontogold
Sivir,ADC,50.08,0.18,1.83,no change,irontogold
Skarner,JUNGLE,54.07,0.19,1.08,no change,irontogold
Sona,SUPPORT,51.79,0.11,2.17,no change,irontogold
Soraka,SUPPORT,47.99,0.62,3.53,buff,irontogold
Swain,MID,55.15,6.72,1.03,no change,irontogold
Swain,SUPPORT,51.92,6.72,5.32,no change,irontogold
Sylas,MID,48.06,3.92,4.87,no change,irontogold
Sylas,TOP,47.22,3.92,2.01,no change,irontogold
Syndra,MID,47.15,1.1,3.02,no change,irontogold
Tahm Kench,TOP,48.09,0.42,0.99,no change,irontogold
Tahm Kench,SUPPORT,44.31,0.42,0.46,no change,irontogold
Taliyah,JUNGLE,48.44,1.49,2.52,no change,irontogold
Talon,MID,48.09,1.31,3.35,no change,irontogold
Taric,SUPPORT,50.89,0.12,1.09,no change,irontogold
Teemo,TOP,51.96,11.19,6.85,no change,irontogold
Thresh,SUPPORT,49.11,4.34,12.16,no change,irontogold
Tristana,ADC,51.07,5,11.89,no change,irontogold
Trundle,TOP,48.89,0.14,0.38,buff,irontogold
Trundle,JUNGLE,47.51,0.14,0.95,buff,irontogold
Tryndamere,TOP,47.34,3.17,3.12,no change,irontogold
Tryndamere,MID,50.71,3.17,0.46,no change,irontogold
Tryndamere,JUNGLE,46.53,3.17,0.47,no change,irontogold
Twisted Fate,MID,47.83,0.2,2.7,no change,irontogold
Twitch,ADC,50.01,1.65,3.85,no change,irontogold
Twitch,JUNGLE,44.03,1.65,0.54,no change,irontogold
Udyr,JUNGLE,51.91,1.21,3.17,no change,irontogold
Urgot,TOP,51.57,4.48,4.98,no change,irontogold
Varus,ADC,47.05,0.22,2.32,buff,irontogold
Vayne,ADC,51.14,13.93,13.18,no change,irontogold
Vayne,TOP,48.23,13.93,2.69,no change,irontogold
Veigar,MID,50.49,1.53,4.24,no change,irontogold
Veigar,SUPPORT,47.83,1.53,0.92,no change,irontogold
Vel'Koz,MID,51.86,0.67,1.58,no change,irontogold
Vel'Koz,SUPPORT,50.11,0.67,2.25,no change,irontogold
Vi,JUNGLE,51.74,1.16,5.4,tweak,irontogold
Viktor,MID,52.58,1.36,4.11,no change,irontogold
Vladimir,MID,49.93,2.67,2.95,no change,irontogold
Vladimir,TOP,48.44,2.67,1.19,no change,irontogold
Volibear,TOP,50.63,3.12,3.94,no change,irontogold
Volibear,JUNGLE,50.13,3.12,3.26,no change,irontogold
Warwick,JUNGLE,51.36,2.94,7.19,no change,irontogold
Warwick,TOP,50.03,2.94,0.82,no change,irontogold
Wukong,TOP,51.7,1.43,3.29,no change,irontogold
Wukong,JUNGLE,50.73,1.43,1.05,no change,irontogold
Xayah,ADC,47.83,0.4,3.66,no change,irontogold
Xerath,MID,50.44,2.77,2.31,no change,irontogold
Xerath,SUPPORT,49.55,2.77,3.22,no change,irontogold
Xin Zhao,JUNGLE,48.35,0.35,2.83,no change,irontogold
Yasuo,MID,49.21,29.79,13.79,no change,irontogold
Yasuo,TOP,49.77,29.79,3.45,no change,irontogold
Yasuo,ADC,49.81,29.79,2.09,no change,irontogold
Yone,MID,49.75,24.02,11.77,no change,irontogold
Yone,TOP,49.29,24.02,3.25,no change,irontogold
Yorick,TOP,51.62,0.92,2.02,no change,irontogold
Yuumi,SUPPORT,49.93,7.79,7.69,no change,irontogold
Zac,JUNGLE,50.91,0.97,3.11,no change,irontogold
Zed,MID,48.44,39.86,11.23,no change,irontogold
Ziggs,ADC,51.95,0.16,0.26,no change,irontogold
Ziggs,MID,50.01,0.16,1.44,no change,irontogold
Ziggs,SUPPORT,49.12,0.16,0.25,no change,irontogold
Zilean,MID,54.37,0.38,0.3,no change,irontogold
Zilean,SUPPORT,51.63,0.38,2,no change,irontogold
Zoe,MID,46.47,1.67,2.98,no change,irontogold
Zyra,SUPPORT,51.15,1.68,3.73,no change,irontogold
Aatrox,TOP,47.72,7.5,5.53,no change,irontogold
Ahri,MID,50.75,1.99,5.67,no change,irontogold
Akali,MID,44.67,16.04,5.91,no change,irontogold
Akali,TOP,44.3,16.04,2.31,no change,irontogold
Alistar,SUPPORT,50.77,1.95,6.9,no change,irontogold
Amumu,JUNGLE,52.08,2.52,3.85,no change,irontogold
Anivia,MID,53.13,12.6,5.33,nerf,irontogold
Anivia,SUPPORT,48.98,12.6,0.56,nerf,irontogold
Annie,MID,53.03,1.39,3.23,no change,irontogold
Aphelios,ADC,47.24,2.27,5.79,no change,irontogold
Ashe,ADC,50.35,2.83,9.15,no change,irontogold
Ashe,SUPPORT,46.85,2.83,1.85,no change,irontogold
Aurelion Sol,MID,51.03,0.19,0.72,no change,irontogold
Azir,MID,45.75,0.21,1.45,no change,irontogold
Bard,SUPPORT,49.9,0.35,2.59,no change,irontogold
Blitzcrank,SUPPORT,50.08,14.11,6.77,no change,irontogold
Brand,SUPPORT,52.37,11.37,6.11,no change,irontogold
Brand,MID,54.32,11.37,1.66,no change,irontogold
Braum,SUPPORT,49.71,0.4,2.24,no change,irontogold
Caitlyn,ADC,48.11,7.08,10.92,no change,irontogold
Camille,TOP,49.4,7.68,6.72,no change,irontogold
Cassiopeia,TOP,51.58,1.18,0.36,no change,irontogold
Cassiopeia,MID,49.76,1.18,2.02,no change,irontogold
Cho'Gath,TOP,53.82,2.13,4.83,no change,irontogold
Cho'Gath,MID,53.27,2.13,0.77,no change,irontogold
Corki,MID,50.35,0.21,0.67,no change,irontogold
Corki,ADC,48.96,0.21,0.1,no change,irontogold
Darius,TOP,49.82,42.11,8.67,no change,irontogold
Diana,MID,53.02,4.72,5.7,no change,irontogold
Dr. Mundo,JUNGLE,54.01,1.66,2.8,no change,irontogold
Dr. Mundo,TOP,50.39,1.66,2.07,no change,irontogold
Draven,ADC,47.71,3.68,3.7,no change,irontogold
Ekko,JUNGLE,51.41,8.71,6.99,no change,irontogold
Ekko,MID,51.19,8.71,5.27,no change,irontogold
Elise,JUNGLE,51.29,6.47,4.79,nerf,irontogold
Evelynn,JUNGLE,49.87,6.77,4.5,no change,irontogold
Ezreal,ADC,47.19,2.42,11.74,buff,irontogold
Fiddlesticks,JUNGLE,51.38,2.13,3.36,no change,irontogold
Fiora,TOP,48.63,5.52,4.18,no change,irontogold
Fizz,MID,52.05,20.41,6.83,no change,irontogold
Galio,MID,52.04,2.17,4.4,no change,irontogold
Galio,SUPPORT,51.67,2.17,2.28,no change,irontogold
Gangplank,TOP,45.8,0.82,2.44,no change,irontogold
Gangplank,MID,45.94,0.82,0.44,no change,irontogold
Garen,TOP,53.42,6.93,10.23,no change,irontogold
Gnar,TOP,50.23,2.91,6.16,no change,irontogold
Gragas,TOP,48.7,0.63,1.79,no change,irontogold
Gragas,JUNGLE,48.3,0.63,2.23,no change,irontogold
Graves,JUNGLE,47.05,12.53,7.88,no change,irontogold
Hecarim,JUNGLE,51.24,15.76,10.15,no change,irontogold
Heimerdinger,MID,52.34,1.56,1.34,no change,irontogold
Heimerdinger,TOP,50.65,1.56,1.18,no change,irontogold
Illaoi,TOP,51.05,9.08,3.86,no change,irontogold
Irelia,TOP,46.42,10.01,6.5,no change,irontogold
Irelia,MID,46.33,10.01,4.34,no change,irontogold
Ivern,JUNGLE,52.03,1.29,2.03,nerf,irontogold
Janna,SUPPORT,49.17,0.26,3.22,no change,irontogold
Jarvan IV,JUNGLE,49.48,0.28,2.52,no change,irontogold
Jax,TOP,48.71,5.99,3.99,no change,irontogold
Jax,JUNGLE,48.6,5.99,3.19,no change,irontogold
Jayce,MID,50.3,0.55,0.71,no change,irontogold
Jayce,TOP,46.84,0.55,1.79,no change,irontogold
Jhin,ADC,51.26,19.99,24.22,no change,irontogold
Jinx,ADC,49.22,0.48,5.35,tweak,irontogold
Kai'Sa,ADC,50.57,18.76,28.72,no change,irontogold
Kalista,ADC,46.98,0.37,1.6,no change,irontogold
Kalista,TOP,42.64,0.37,0.39,no change,irontogold
Karma,SUPPORT,46.52,0.23,3.1,buff,irontogold
Karthus,MID,50.46,0.7,0.27,no change,irontogold
Karthus,JUNGLE,50.42,0.7,1.56,no change,irontogold
Kassadin,MID,49.01,3.72,3.32,no change,irontogold
Katarina,MID,48.39,16.04,8.63,no change,irontogold
Kayle,TOP,50.13,0.86,2.32,no change,irontogold
Kayle,MID,51.15,0.86,0.36,no change,irontogold
Kayn,JUNGLE,49.51,16.28,12.45,no change,irontogold
Kennen,MID,53.38,0.3,0.4,no change,irontogold
Kennen,TOP,49.84,0.3,1.65,no change,irontogold
Kha'Zix,JUNGLE,49.67,16.11,9.48,no change,irontogold
Kindred,JUNGLE,47.24,0.72,2.83,no change,irontogold
Kled,MID,54.34,0.86,0.26,no change,irontogold
Kled,TOP,50.29,0.86,1.66,no change,irontogold
Kog'Maw,ADC,49.44,0.1,0.78,no change,irontogold
LeBlanc,MID,48.41,3.72,3.47,no change,irontogold
Lee Sin,JUNGLE,46.17,4.62,8.99,no change,irontogold
Leona,SUPPORT,50.97,27.85,11.88,no change,irontogold
Lillia,JUNGLE,47.78,2.13,4.5,no change,irontogold
Lissandra,MID,49.95,0.31,1.42,no change,irontogold
Lucian,ADC,47.76,5.01,11.26,no change,irontogold
Lucian,MID,45.54,5.01,3.67,no change,irontogold
Lulu,SUPPORT,49.92,5.59,7.85,no change,irontogold
Lux,SUPPORT,49.6,5.85,12.06,no change,irontogold
Lux,MID,51.19,5.85,5.54,no change,irontogold
Malphite,TOP,52.04,15.41,7.88,no change,irontogold
Malphite,MID,52.58,15.41,1.64,no change,irontogold
Malphite,SUPPORT,48.09,15.41,2.75,no change,irontogold
Malzahar,MID,52.93,4.03,3.74,no change,irontogold
Maokai,SUPPORT,51.81,5.26,4.3,no change,irontogold
Maokai,TOP,51.12,5.26,0.82,no change,irontogold
Master Yi,JUNGLE,50.61,27.89,10.32,no change,irontogold
Miss Fortune,ADC,51.24,6.45,17.9,no change,irontogold
Mordekaiser,TOP,49.5,7.69,6.84,buff,irontogold
Mordekaiser,MID,51.91,7.69,0.89,buff,irontogold
Morgana,SUPPORT,50.01,33.75,11.7,no change,irontogold
Morgana,MID,53.14,33.75,1.55,no change,irontogold
Nami,SUPPORT,50.99,0.27,4.55,no change,irontogold
Nasus,TOP,52.9,5.96,6.72,no change,irontogold
Nautilus,SUPPORT,49.48,9.09,8.39,no change,irontogold
Neeko,MID,52.45,0.99,3.23,no change,irontogold
Neeko,SUPPORT,48.61,0.99,1.21,no change,irontogold
Nidalee,JUNGLE,45.21,0.82,3.5,no change,irontogold
Nocturne,JUNGLE,51.13,2.19,4.82,no change,irontogold
Olaf,JUNGLE,52.05,22.47,7.11,nerf,irontogold
Orianna,MID,47.32,0.49,3.78,no change,irontogold
Ornn,TOP,51.77,1.34,4.32,no change,irontogold
Pantheon,MID,51.5,22.24,4.56,tweak,irontogold
Pantheon,JUNGLE,50.48,22.24,4.85,tweak,irontogold
Pantheon,TOP,49.65,22.24,3.07,tweak,irontogold
Pantheon,SUPPORT,46.61,22.24,4.44,tweak,irontogold
Poppy,JUNGLE,52.14,0.59,0.86,no change,irontogold
Poppy,TOP,49.53,0.59,1.75,no change,irontogold
Pyke,MID,51.55,11.41,1.09,no change,irontogold
Pyke,SUPPORT,46.75,11.41,6.73,no change,irontogold
Qiyana,MID,45,0.21,1.31,no change,irontogold
Quinn,TOP,49,1.96,2.21,no change,irontogold
Quinn,MID,50.64,1.96,0.36,no change,irontogold
Rakan,SUPPORT,48.17,0.22,3.1,no change,irontogold
Rammus,JUNGLE,55.3,7.84,4.64,tweak,irontogold
Rek'Sai,JUNGLE,48.67,0.56,1.56,no change,irontogold
Rell,SUPPORT,53.1,3.41,3.91,tweak,irontogold
Renekton,TOP,48.25,7.36,6.82,no change,irontogold
Renekton,MID,51.32,7.36,1.12,no change,irontogold
Rengar,TOP,48.32,1.5,0.94,no change,irontogold
Rengar,JUNGLE,46.41,1.5,2.52,no change,irontogold
Riven,TOP,47.38,0.87,3.47,buff,irontogold
Riven,MID,49.99,0.87,0.52,buff,irontogold
Rumble,MID,51.57,0.26,0.77,no change,irontogold
Rumble,TOP,47.95,0.26,0.95,no change,irontogold
Ryze,MID,46.55,0.24,2.21,no change,irontogold
Ryze,TOP,46.32,0.24,0.79,no change,irontogold
Samira,ADC,47.23,42.98,12.77,no change,irontogold
Sejuani,JUNGLE,49.92,0.21,1.69,no change,irontogold
Senna,SUPPORT,48.66,3.94,9.35,no change,irontogold
Senna,ADC,52.17,3.94,5.08,no change,irontogold
Seraphine,SUPPORT,52.65,10.86,9.92,nerf,irontogold
Seraphine,MID,54.8,10.86,1.56,nerf,irontogold
Sett,TOP,49.68,5.87,7.44,no change,irontogold
Sett,MID,53.15,5.87,1.25,no change,irontogold
Sett,SUPPORT,46.99,5.87,2.26,no change,irontogold
Shaco,SUPPORT,52.77,12.52,2.86,no change,irontogold
Shaco,JUNGLE,49.74,12.52,5.27,no change,irontogold
Shen,TOP,50.69,2.16,5.36,no change,irontogold
Shen,SUPPORT,47.77,2.16,0.63,no change,irontogold
Shyvana,TOP,47.41,0.29,0.39,tweak,irontogold
Shyvana,JUNGLE,48.73,0.29,2.14,tweak,irontogold
Singed,TOP,49.57,0.16,0.99,buff,irontogold
Sion,TOP,52.58,0.26,2.25,no change,irontogold
Sivir,ADC,50.43,0.18,2.3,no change,irontogold
Skarner,JUNGLE,54.92,0.24,1.28,no change,irontogold
Sona,SUPPORT,51.8,0.1,2.16,no change,irontogold
Soraka,SUPPORT,49.26,0.67,4.1,no change,irontogold
Swain,ADC,57.01,7.08,0.82,no change,irontogold
Swain,MID,55.85,7.08,1.05,no change,irontogold
Swain,SUPPORT,51.75,7.08,5.3,no change,irontogold
Sylas,MID,48.08,3.15,4.51,tweak,irontogold
Sylas,TOP,46.58,3.15,1.81,tweak,irontogold
Syndra,MID,46.84,1.01,3.09,no change,irontogold
Tahm Kench,TOP,48.88,0.29,0.95,no change,irontogold
Tahm Kench,SUPPORT,44.75,0.29,0.27,no change,irontogold
Taliyah,JUNGLE,48.34,1.43,2.69,tweak,irontogold
Talon,MID,48.4,1.32,3.5,no change,irontogold
Taric,SUPPORT,51.13,0.12,1.01,no change,irontogold
Teemo,TOP,51.57,10.44,6.25,no change,irontogold
Thresh,SUPPORT,48.92,4.57,12.37,no change,irontogold
Tristana,ADC,51.17,5.48,11.23,no change,irontogold
Trundle,TOP,50.16,0.2,0.62,no change,irontogold
Trundle,JUNGLE,49.57,0.2,1.28,no change,irontogold
Tryndamere,TOP,47.43,3.08,3.11,no change,irontogold
Tryndamere,MID,50.45,3.08,0.47,no change,irontogold
Tryndamere,JUNGLE,46.26,3.08,0.43,no change,irontogold
Twisted Fate,MID,47.56,0.27,4.22,no change,irontogold
Twitch,ADC,50.01,1.89,3.87,no change,irontogold
Twitch,JUNGLE,43.95,1.89,0.53,no change,irontogold
Udyr,JUNGLE,53.26,4.1,5.96,nerf,irontogold
Urgot,TOP,50.48,4.02,4.31,no change,irontogold
Varus,ADC,48.09,0.19,2.43,no change,irontogold
Vayne,ADC,50.8,13.54,13.03,no change,irontogold
Vayne,TOP,47.81,13.54,2.55,no change,irontogold
Veigar,MID,50.84,1.42,4.14,no change,irontogold
Veigar,SUPPORT,48.65,1.42,0.9,no change,irontogold
Vel'Koz,MID,52.38,0.68,1.67,no change,irontogold
Vel'Koz,SUPPORT,50.24,0.68,2.22,no change,irontogold
Vi,JUNGLE,51.67,0.93,4.32,no change,irontogold
Viego,JUNGLE,46.63,31.45,12.87,no change,irontogold
Viego,TOP,46.18,31.45,4.12,no change,irontogold
Viego,MID,48.2,31.45,2.99,no change,irontogold
Viktor,MID,52.42,1.29,4.14,no change,irontogold
Vladimir,MID,48.56,2.39,2.87,buff,irontogold
Vladimir,TOP,46.53,2.39,1.12,buff,irontogold
Volibear,TOP,51.73,3.14,3.87,no change,irontogold
Volibear,JUNGLE,50.13,3.14,2.67,no change,irontogold
Warwick,JUNGLE,51.42,2.81,6.2,no change,irontogold
Warwick,TOP,50.27,2.81,0.87,no change,irontogold
Wukong,TOP,51.97,1.56,3.31,no change,irontogold
Wukong,MID,53.52,1.56,0.49,no change,irontogold
Wukong,JUNGLE,50.69,1.56,0.9,no change,irontogold
Xayah,ADC,47.95,0.38,3.9,no change,irontogold
Xerath,MID,50.93,2.52,2.25,no change,irontogold
Xerath,SUPPORT,49.51,2.52,2.99,no change,irontogold
Xin Zhao,JUNGLE,49.27,0.32,2.44,no change,irontogold
Yasuo,MID,49.25,27.2,12.58,no change,irontogold
Yasuo,TOP,49.45,27.2,3.04,no change,irontogold
Yasuo,ADC,49.08,27.2,1.91,no change,irontogold
Yone,MID,49.64,25,11.45,no change,irontogold
Yone,TOP,49.75,25,2.91,no change,irontogold
Yorick,TOP,51.73,0.91,1.95,no change,irontogold
Yuumi,SUPPORT,49.88,7.05,7.26,no change,irontogold
Zac,JUNGLE,50.74,0.82,2.58,no change,irontogold
Zed,MID,48.53,37.91,11.05,no change,irontogold
Ziggs,ADC,52.06,0.17,0.27,no change,irontogold
Ziggs,MID,49.54,0.17,1.45,no change,irontogold
Ziggs,SUPPORT,48.45,0.17,0.25,no change,irontogold
Zilean,MID,53.8,0.38,0.33,no change,irontogold
Zilean,SUPPORT,51.23,0.38,2.04,no change,irontogold
Zoe,MID,45.65,1.79,3.23,no change,irontogold
Zyra,SUPPORT,51.26,1.59,3.69,no change,irontogold
Aatrox,TOP,47.25,6.01,4.73,no change,irontogold
Ahri,MID,50.41,1.95,5.62,no change,irontogold
Akali,MID,44.93,11.25,4.79,no change,irontogold
Akali,TOP,44.61,11.25,1.78,no change,irontogold
Alistar,SUPPORT,50.67,2.35,7.32,no change,irontogold
Amumu,JUNGLE,52.07,1.88,3.77,buff,irontogold
Anivia,MID,52.1,10.74,4.44,no change,irontogold
Anivia,SUPPORT,47.82,10.74,0.47,no change,irontogold
Annie,MID,53.07,1.45,3.38,no change,irontogold
Aphelios,ADC,47,1.95,5.41,no change,irontogold
Ashe,ADC,50.36,2.38,8.71,no change,irontogold
Ashe,SUPPORT,47.18,2.38,1.36,no change,irontogold
Aurelion Sol,MID,50.63,0.18,0.71,no change,irontogold
Azir,MID,44.69,0.22,1.74,no change,irontogold
Bard,SUPPORT,49.49,0.32,2.53,no change,irontogold
Blitzcrank,SUPPORT,50.01,13.39,6.74,no change,irontogold
Brand,SUPPORT,52.02,10.74,6.09,no change,irontogold
Brand,MID,54.08,10.74,1.6,no change,irontogold
Braum,SUPPORT,49.68,0.38,2.23,buff,irontogold
Caitlyn,ADC,47.68,6.32,9.17,buff,irontogold
Camille,TOP,49.14,8.08,6.61,nerf,irontogold
Cassiopeia,MID,50.22,1.23,2.07,no change,irontogold
Cassiopeia,TOP,50.15,1.23,0.36,no change,irontogold
Cho'Gath,TOP,53.02,2.87,5.1,no change,irontogold
Cho'Gath,MID,53.32,2.87,0.8,no change,irontogold
Corki,MID,50.36,0.2,0.8,no change,irontogold
Corki,ADC,48.25,0.2,0.09,no change,irontogold
Darius,TOP,49.7,40.65,8.43,no change,irontogold
Diana,MID,52.65,4.72,5.65,no change,irontogold
Dr. Mundo,JUNGLE,53.8,2.24,3.98,no change,irontogold
Dr. Mundo,TOP,50.08,2.24,1.7,no change,irontogold
Draven,ADC,48.28,3.5,3.27,no change,irontogold
Ekko,JUNGLE,50.97,7.41,6.47,no change,irontogold
Ekko,MID,50.68,7.41,4.95,no change,irontogold
Elise,JUNGLE,50.07,6.21,4.12,no change,irontogold
Evelynn,JUNGLE,49.34,6.82,4.57,no change,irontogold
Ezreal,ADC,47.43,2.83,15.61,no change,irontogold
Fiddlesticks,JUNGLE,51.02,2.14,3.66,no change,irontogold
Fiora,TOP,47.69,5.01,4.36,buff,irontogold
Fizz,MID,51.46,20.02,6.56,no change,irontogold
Galio,MID,51.8,2.46,4.49,no change,irontogold
Galio,SUPPORT,51.42,2.46,2.1,no change,irontogold
Gangplank,TOP,45.24,0.9,2.65,no change,irontogold
Gangplank,MID,47.18,0.9,0.46,no change,irontogold
Garen,TOP,53.14,7.49,10.3,no change,irontogold
Gnar,TOP,49.67,5.2,7.47,no change,irontogold
Gragas,TOP,48.6,0.81,2.58,no change,irontogold
Gragas,JUNGLE,48.17,0.81,2.24,no change,irontogold
Graves,JUNGLE,47.71,7.96,7.18,no change,irontogold
Hecarim,JUNGLE,50.85,17.03,10.73,no change,irontogold
Heimerdinger,MID,51.42,1.58,1.26,no change,irontogold
Heimerdinger,TOP,50.8,1.58,1.13,no change,irontogold
Illaoi,TOP,50.97,8.5,3.68,no change,irontogold
Irelia,TOP,46.67,10.67,6.48,no change,irontogold
Irelia,MID,45.8,10.67,4.5,no change,irontogold
Ivern,JUNGLE,49.85,0.84,1.53,no change,irontogold
Janna,SUPPORT,49.2,0.21,2.99,no change,irontogold
Jarvan IV,JUNGLE,49.56,0.26,2.82,no change,irontogold
Jax,TOP,48.79,5.81,4.01,no change,irontogold
Jax,JUNGLE,48.44,5.81,3.16,no change,irontogold
Jayce,MID,49.34,0.49,0.69,no change,irontogold
Jayce,TOP,47.33,0.49,1.81,no change,irontogold
Jhin,ADC,51.16,16.16,21.39,no change,irontogold
Jinx,ADC,49.57,0.81,8.46,buff,irontogold
Kai'Sa,ADC,50.51,25.19,27.67,no change,irontogold
Kalista,ADC,46.69,0.4,1.61,no change,irontogold
Kalista,TOP,42.68,0.4,0.43,no change,irontogold
Karma,SUPPORT,47.06,0.32,3.63,no change,irontogold
Karthus,JUNGLE,51.62,1.48,2.11,no change,irontogold
Karthus,MID,50.97,1.48,0.28,no change,irontogold
Kassadin,MID,49.24,4.54,3.44,no change,irontogold
Katarina,MID,49.09,14.48,8.59,buff,irontogold
Kayle,TOP,50.41,0.61,2.26,no change,irontogold
Kayle,MID,51.47,0.61,0.35,no change,irontogold
Kayn,JUNGLE,49.3,13.48,11.82,no change,irontogold
Kennen,MID,51.81,0.28,0.38,no change,irontogold
Kennen,TOP,50.28,0.28,1.56,no change,irontogold
Kha'Zix,JUNGLE,49.97,14.08,9.43,no change,irontogold
Kindred,JUNGLE,47.03,0.6,2.61,no change,irontogold
Kled,MID,51.8,0.85,0.25,no change,irontogold
Kled,TOP,50,0.85,1.53,no change,irontogold
Kog'Maw,MID,51.34,0.1,0.1,no change,irontogold
Kog'Maw,ADC,49.36,0.1,0.73,no change,irontogold
LeBlanc,MID,47.99,3.39,3.26,no change,irontogold
Lee Sin,JUNGLE,45.43,4.07,8.44,buff,irontogold
Leona,SUPPORT,51.05,27.42,11.62,no change,irontogold
Lillia,JUNGLE,47.8,1.95,4.48,no change,irontogold
Lissandra,MID,49.15,0.31,1.43,no change,irontogold
Lucian,ADC,47.29,4.4,9.69,no change,irontogold
Lucian,MID,46.38,4.4,3.51,no change,irontogold
Lulu,SUPPORT,49.73,5.99,8.14,no change,irontogold
Lux,SUPPORT,49.39,5.85,11.85,no change,irontogold
Lux,MID,51.48,5.85,5.55,no change,irontogold
Malphite,TOP,51.97,13.06,7.78,no change,irontogold
Malphite,MID,52.43,13.06,1.54,no change,irontogold
Malphite,SUPPORT,47.89,13.06,1.85,no change,irontogold
Malzahar,MID,53.29,4.17,3.67,no change,irontogold
Maokai,TOP,51.61,2.04,0.8,no change,irontogold
Maokai,SUPPORT,51.08,2.04,2.84,no change,irontogold
Master Yi,JUNGLE,50.85,25.53,10.11,no change,irontogold
Miss Fortune,ADC,51.07,4.64,15.04,no change,irontogold
Mordekaiser,TOP,50.84,8.53,7.45,no change,irontogold
Mordekaiser,MID,54.74,8.53,0.99,no change,irontogold
Morgana,SUPPORT,50.01,34.04,11.68,no change,irontogold
Morgana,MID,53.17,34.04,1.46,no change,irontogold
Nami,SUPPORT,51.59,0.24,4.36,no change,irontogold
Nasus,TOP,52.85,6.4,6.74,no change,irontogold
Nautilus,SUPPORT,49.9,9.7,8.47,no change,irontogold
Neeko,MID,51.42,1.14,3.36,no change,irontogold
Neeko,SUPPORT,48.45,1.14,1.13,no change,irontogold
Nidalee,JUNGLE,44.94,0.85,3.39,no change,irontogold
Nocturne,JUNGLE,51.52,2.65,5.53,no change,irontogold
Olaf,JUNGLE,48.32,15.95,4.79,no change,irontogold
Orianna,MID,47.49,0.52,4.11,no change,irontogold
Ornn,TOP,52,1.12,4.25,no change,irontogold
Pantheon,MID,50.68,18.06,3.85,no change,irontogold
Pantheon,TOP,48.8,18.06,2.3,no change,irontogold
Pantheon,SUPPORT,46.36,18.06,3.76,no change,irontogold
Pantheon,JUNGLE,44.89,18.06,2.76,no change,irontogold
