champ,role,winrate,rank,banrate,pickrate,change
Sejuani,JUNGLE,50.83,irontogold,0.27,2.18,no change
Senna,SUPPORT,48.57,irontogold,12.6,11.07,no change
Senna,ADC,50.24,irontogold,12.6,2.97,no change
Seraphine,SUPPORT,50.09,irontogold,10.86,7.58,no change
Seraphine,MID,51.99,irontogold,10.86,1.05,no change
Sett,TOP,48.86,irontogold,5.79,6.57,tweak
Sett,MID,51.67,irontogold,5.79,1.14,tweak
Sett,SUPPORT,46.34,irontogold,5.79,1.9,tweak
Shaco,JUNGLE,50.3,irontogold,23.53,8.26,no change
Shaco,SUPPORT,50.99,irontogold,23.53,1.85,no change
Shen,TOP,50.17,irontogold,1.62,4.59,no change
Shen,SUPPORT,47.48,irontogold,1.62,0.6,no change
Shyvana,JUNGLE,49.93,irontogold,0.38,2.21,no change
Singed,TOP,50.62,irontogold,0.23,1.23,no change
Sion,TOP,52.09,irontogold,0.45,3.14,no change
Sivir,ADC,51.54,irontogold,3.39,6.34,no change
Skarner,JUNGLE,53.08,irontogold,0.57,1.65,no change
Sona,SUPPORT,51.79,irontogold,0.11,2.1,no change
Soraka,SUPPORT,50.04,irontogold,0.54,3.82,no change
Swain,MID,54.65,irontogold,6.93,0.88,no change
Swain,SUPPORT,52.18,irontogold,6.93,5.07,no change
Sylas,MID,48.46,irontogold,5.31,7.58,no change
Sylas,TOP,48.59,irontogold,5.31,2.73,no change
Syndra,MID,46.96,irontogold,0.86,2.36,no change
Tahm Kench,ADC,51.31,irontogold,0.34,0.21,no change
Tahm Kench,TOP,47.65,irontogold,0.34,0.98,no change
Tahm Kench,SUPPORT,43.95,irontogold,0.34,0.37,no change
Taliyah,SUPPORT,50.09,irontogold,0.11,0.09,no change
Taliyah,JUNGLE,46.99,irontogold,0.11,0.77,no change
Taliyah,MID,43.65,irontogold,0.11,0.11,no change
Talon,MID,47.94,irontogold,3.8,4.57,no change
Taric,SUPPORT,51.8,irontogold,0.13,1.07,no change
Teemo,TOP,51.09,irontogold,8.81,6.13,no change
Thresh,SUPPORT,49.01,irontogold,9.26,13.81,nerf
Tristana,ADC,50.34,irontogold,17.83,15.14,no change
Trundle,JUNGLE,50.62,irontogold,0.24,1.42,no change
Trundle,TOP,49.76,irontogold,0.24,0.51,no change
Tryndamere,MID,51.51,irontogold,3.73,0.55,no change
Tryndamere,TOP,47.36,irontogold,3.73,3.33,no change
Tryndamere,JUNGLE,46.29,irontogold,3.73,0.49,no change
Twisted Fate,MID,46.7,irontogold,0.41,3.92,no change
Twitch,ADC,50.65,irontogold,2.37,4.77,no change
Udyr,JUNGLE,50.75,irontogold,18.86,6.46,no change
Urgot,TOP,52.71,irontogold,8.55,7.23,no change
Varus,ADC,49.93,irontogold,0.49,4.39,no change
Vayne,ADC,50.56,irontogold,14.26,12.27,no change
Vayne,TOP,47.85,irontogold,14.26,2.34,no change
Veigar,MID,51.41,irontogold,2.09,5.03,no change
Veigar,SUPPORT,50.49,irontogold,2.09,1.38,no change
Vel'Koz,MID,51.37,irontogold,1.02,1.98,no change
Vel'Koz,SUPPORT,50.73,irontogold,1.02,2.44,no change
Vi,JUNGLE,51.46,irontogold,0.75,4.14,no change
Viego,JUNGLE,49.59,irontogold,21.74,7.59,no change
Viego,MID,50.28,irontogold,21.74,2.22,no change
Viego,TOP,48.06,irontogold,21.74,1.66,no change
Viktor,MID,50.94,irontogold,0.66,3.27,no change
Vladimir,MID,49.9,irontogold,2.65,2.86,buff
Vladimir,TOP,48.56,irontogold,2.65,1.2,buff
Volibear,JUNGLE,53.14,irontogold,5.59,5.62,no change
Volibear,TOP,50.6,irontogold,5.59,5,no change
Warwick,JUNGLE,51.8,irontogold,3.43,7.27,no change
Wukong,TOP,51.82,irontogold,1.69,3.7,no change
Wukong,JUNGLE,50.15,irontogold,1.69,0.88,no change
Xayah,ADC,47.37,irontogold,0.6,4.59,no change
Xerath,MID,51.08,irontogold,2.15,1.94,no change
Xerath,SUPPORT,50.54,irontogold,2.15,2.88,no change
Xin Zhao,JUNGLE,51.02,irontogold,2.88,6.86,no change
Yasuo,MID,51.14,irontogold,28.27,12.99,no change
Yasuo,TOP,50.82,irontogold,28.27,3.13,no change
Yone,MID,50.98,irontogold,28.62,11.06,no change
Yone,TOP,50.12,irontogold,28.62,2.96,no change
Yorick,TOP,54.7,irontogold,10.25,7.91,tweak
Yuumi,SUPPORT,50.81,irontogold,7.47,7.5,no change
Zac,JUNGLE,50.74,irontogold,0.61,2.35,buff
Zed,MID,48.98,irontogold,42.51,11.02,buff
Ziggs,MID,50.96,irontogold,0.18,1.32,no change
Ziggs,ADC,52.17,irontogold,0.18,0.24,no change
Ziggs,SUPPORT,49.01,irontogold,0.18,0.28,no change
Zilean,MID,51.71,irontogold,0.56,0.42,no change
Zilean,SUPPORT,51.57,irontogold,0.56,2.36,no change
Zoe,MID,45.34,irontogold,1.41,2.62,no change
Zyra,SUPPORT,51.16,irontogold,1.92,3.99,no change
Aatrox,TOP,47.78,irontogold,3.43,4.14,no change
Aatrox,MID,50.93,irontogold,3.43,0.53,no change
Ahri,MID,49.69,irontogold,2.02,5.51,no change
Akali,MID,48.34,irontogold,15.13,9.32,no change
Akali,TOP,48.43,irontogold,15.13,3.73,no change
Alistar,SUPPORT,50.42,irontogold,3.02,6.76,no change
Amumu,JUNGLE,53.29,irontogold,1.25,3.78,no change
Anivia,MID,51.11,irontogold,4.16,2.63,no change
Anivia,SUPPORT,46.61,irontogold,4.16,0.4,no change
Annie,MID,52.57,irontogold,1.58,2.64,no change
Aphelios,ADC,46.11,irontogold,1.29,3.39,no change
Ashe,ADC,50.45,irontogold,1.75,9.58,no change
Aurelion Sol,MID,49.51,irontogold,0.19,0.55,no change
Azir,MID,43.98,irontogold,0.19,1.05,no change
Bard,SUPPORT,50.15,irontogold,0.45,3.03,no change
Blitzcrank,SUPPORT,50.08,irontogold,15.7,7.3,no change
Brand,SUPPORT,51.86,irontogold,10.64,6.12,no change
Brand,MID,52.63,irontogold,10.64,1.29,no change
Braum,SUPPORT,50.23,irontogold,0.49,2.71,no change
Caitlyn,ADC,48.96,irontogold,9.91,14,no change
Camille,TOP,49.27,irontogold,2.87,3.77,no change
Cassiopeia,MID,48.75,irontogold,1.1,1.63,no change
Cassiopeia,TOP,49.37,irontogold,1.1,0.29,no change
Cho'Gath,TOP,52.43,irontogold,2.93,4.64,no change
Cho'Gath,MID,52.36,irontogold,2.93,0.8,no change
Corki,MID,51.98,irontogold,0.31,1.36,no change
Darius,TOP,49.9,irontogold,37.64,7.76,no change
Darius,JUNGLE,47.82,irontogold,37.64,1.91,no change
Diana,JUNGLE,54.18,irontogold,13.42,8.7,nerf
Diana,MID,53.99,irontogold,13.42,6.12,nerf
Dr. Mundo,JUNGLE,53.39,irontogold,4.29,3.41,no change
Dr. Mundo,TOP,53.94,irontogold,4.29,1.75,no change
Draven,ADC,48.61,irontogold,3.63,3.55,no change
Ekko,MID,50.97,irontogold,3.74,3.76,no change
Ekko,JUNGLE,50.18,irontogold,3.74,4.11,no change
Elise,JUNGLE,50.03,irontogold,5.86,3.42,no change
Evelynn,JUNGLE,49.16,irontogold,5.79,3.81,no change
Ezreal,ADC,47.16,irontogold,3.94,17.05,no change
Fiddlesticks,JUNGLE,50.83,irontogold,1.85,3.14,no change
Fiora,TOP,49.56,irontogold,6.59,4.75,no change
Fizz,MID,50.3,irontogold,13.15,4.6,no change
Galio,MID,52.49,irontogold,2,3.42,no change
Galio,SUPPORT,50.88,irontogold,2,2.9,no change
Gangplank,TOP,45.23,irontogold,1.08,2.71,no change
Gangplank,MID,45.71,irontogold,1.08,0.57,no change
Garen,TOP,53.02,irontogold,7.94,9.17,nerf
Garen,MID,55.19,irontogold,7.94,1.18,nerf
Gnar,TOP,49.43,irontogold,6.29,5.92,no change
Gragas,JUNGLE,47.54,irontogold,0.37,1.77,nerf
Gragas,TOP,47.7,irontogold,0.37,0.56,nerf
Gragas,SUPPORT,47.73,irontogold,0.37,0.53,nerf
Graves,JUNGLE,47.41,irontogold,2.14,3.8,no change
Gwen,TOP,43.99,irontogold,22.08,7.71,no change
Gwen,MID,43.82,irontogold,22.08,3.02,no change
Gwen,JUNGLE,43.25,irontogold,22.08,1.94,no change
Hecarim,JUNGLE,50.83,irontogold,33.32,9.97,tweak
Heimerdinger,MID,51.75,irontogold,1.55,1.18,nerf
Heimerdinger,TOP,49.95,irontogold,1.55,0.93,nerf
Heimerdinger,ADC,51.94,irontogold,1.55,0.3,nerf
Illaoi,TOP,49.42,irontogold,6.82,2.76,no change
Irelia,TOP,46.22,irontogold,11.73,5.76,no change
Irelia,MID,45.78,irontogold,11.73,4.29,no change
Ivern,JUNGLE,48.6,irontogold,0.32,0.85,no change
Janna,SUPPORT,49.99,irontogold,0.21,3.09,no change
Jarvan IV,JUNGLE,48.43,irontogold,0.23,1.98,no change
Jax,TOP,50,irontogold,5.12,4.25,no change
Jax,JUNGLE,48.92,irontogold,5.12,2.89,no change
Jayce,MID,50.12,irontogold,0.67,0.84,no change
Jayce,TOP,48.33,irontogold,0.67,2.37,no change
Jhin,ADC,50.93,irontogold,6.92,14.87,no change
Jinx,ADC,51.2,irontogold,6.93,18.53,no change
Kai'Sa,ADC,49.22,irontogold,12.61,20.01,no change
Kalista,TOP,44.64,irontogold,0.51,0.29,no change
Kalista,ADC,46.52,irontogold,0.51,1.57,no change
Karma,SUPPORT,47.21,irontogold,0.46,4.24,no change
Karthus,MID,51.03,irontogold,0.86,0.19,no change
Karthus,JUNGLE,49.21,irontogold,0.86,1.27,no change
Kassadin,MID,48.36,irontogold,5.37,2.84,no change
Katarina,MID,50.35,irontogold,13.83,8.82,no change
Kayle,TOP,50.13,irontogold,0.41,2.27,no change
Kayle,MID,50.11,irontogold,0.41,0.35,no change
Kayn,JUNGLE,48.97,irontogold,8.89,9.86,buff
Kennen,MID,52.82,irontogold,0.27,0.34,no change
Kennen,TOP,49.24,irontogold,0.27,1.35,no change
Kha'Zix,JUNGLE,48.41,irontogold,7.55,6.99,no change
Kindred,JUNGLE,46.49,irontogold,0.56,2.45,buff
Kled,MID,53.29,irontogold,1.01,0.3,no change
Kled,TOP,51.35,irontogold,1.01,1.68,no change
Kog'Maw,ADC,50.6,irontogold,0.23,1.52,no change
LeBlanc,MID,48.13,irontogold,4.1,3.98,no change
Lee Sin,JUNGLE,47.55,irontogold,7.58,12.14,no change
Leona,SUPPORT,51.43,irontogold,24.78,11.52,no change
Lillia,JUNGLE,45.15,irontogold,1.09,2.55,no change
Lissandra,MID,49.6,irontogold,0.38,1.52,no change
Lucian,MID,45.66,irontogold,2.92,2.95,no change
Lucian,ADC,46.75,irontogold,2.92,7.16,no change
Lulu,SUPPORT,49.09,irontogold,8.87,10.54,buff
Lux,SUPPORT,49.43,irontogold,6.4,12.86,no change
Lux,MID,50.88,irontogold,6.4,4.95,no change
Malphite,TOP,51.9,irontogold,8.96,5.66,no change
Malphite,MID,51.47,irontogold,8.96,1.35,no change
Malphite,SUPPORT,48.71,irontogold,8.96,1.71,no change
Malzahar,MID,52.8,irontogold,4.75,3.59,no change
Maokai,TOP,51.91,irontogold,0.49,0.65,no change
Maokai,SUPPORT,51.55,irontogold,0.49,2.16,no change
Master Yi,JUNGLE,50.92,irontogold,22.24,9.95,no change
Miss Fortune,ADC,50.61,irontogold,2.18,11.34,no change
Mordekaiser,TOP,51.32,irontogold,10.48,7.95,no change
Mordekaiser,MID,55.16,irontogold,10.48,1.09,no change
Mordekaiser,JUNGLE,52.41,irontogold,10.48,1.59,no change
Morgana,SUPPORT,50.82,irontogold,45.03,11.36,nerf
Morgana,JUNGLE,54.55,irontogold,45.03,6.34,nerf
Nami,SUPPORT,50.86,irontogold,0.21,4.1,no change
Nasus,TOP,52.57,irontogold,7.29,6.91,no change
Nautilus,SUPPORT,50.1,irontogold,9.52,8.07,no change
Neeko,MID,50.62,irontogold,0.98,2.44,no change
Neeko,SUPPORT,48.76,irontogold,0.98,0.96,no change
Nidalee,JUNGLE,44.26,irontogold,0.8,3.17,no change
Nocturne,JUNGLE,50.45,irontogold,5.71,6.31,no change
Olaf,JUNGLE,46.61,irontogold,2.99,2.22,no change
Olaf,TOP,44.81,irontogold,2.99,0.3,no change
Orianna,MID,46.17,irontogold,0.52,3.55,no change
Ornn,TOP,52.83,irontogold,1.02,3.6,no change
Pantheon,MID,50.34,irontogold,5.7,2.95,no change
Pantheon,TOP,49.55,irontogold,5.7,0.96,no change
Pantheon,SUPPORT,46.74,irontogold,5.7,2.95,no change
Poppy,JUNGLE,50.16,irontogold,1,1.75,no change
Poppy,TOP,49.1,irontogold,1,1.4,no change
Pyke,SUPPORT,47.85,irontogold,11.99,7.51,no change
Qiyana,MID,45.99,irontogold,1.41,3.47,no change
Quinn,MID,52.16,irontogold,1.46,0.28,no change
Quinn,TOP,49.54,irontogold,1.46,1.65,no change
Rakan,SUPPORT,49.13,irontogold,0.24,3.51,no change
Rammus,JUNGLE,51.04,irontogold,17.47,8.23,no change
Rek'Sai,JUNGLE,47.2,irontogold,0.62,1.5,no change
Rell,SUPPORT,49.87,irontogold,4.78,2.94,no change
Renekton,TOP,46.89,irontogold,6.14,4.91,no change
Renekton,MID,49.71,irontogold,6.14,1.07,no change
Rengar,TOP,48.28,irontogold,1.45,0.76,no change
Rengar,JUNGLE,45.02,irontogold,1.45,2.44,no change
Riven,TOP,48.82,irontogold,1.48,4.45,no change
Riven,MID,52.41,irontogold,1.48,0.72,no change
Rumble,MID,51.21,irontogold,1.32,1.3,nerf
Rumble,TOP,47.42,irontogold,1.32,2.36,nerf
Rumble,JUNGLE,48.08,irontogold,1.32,0.81,nerf
Ryze,MID,44.08,irontogold,0.29,2.32,no change
Ryze,TOP,44.32,irontogold,0.29,0.78,no change
Samira,ADC,50.43,irontogold,28.2,12.52,no change
Sejuani,JUNGLE,50.58,irontogold,0.22,1.74,no change
Senna,SUPPORT,49.5,irontogold,14,12.57,no change
Senna,ADC,50.11,irontogold,14,2.85,no change
Seraphine,SUPPORT,49.66,irontogold,8.34,6.58,no change
Sett,TOP,49.33,irontogold,5.2,6.4,buff
Sett,MID,52.18,irontogold,5.2,1.17,buff
Sett,SUPPORT,46.86,irontogold,5.2,1.9,buff
Shaco,JUNGLE,50.09,irontogold,22.41,7.33,no change
Shaco,SUPPORT,51.43,irontogold,22.41,1.83,no change
Shen,TOP,50.71,irontogold,1.34,4.23,tweak
Shen,SUPPORT,48.9,irontogold,1.34,0.61,tweak
Shyvana,JUNGLE,49.24,irontogold,0.33,1.75,no change
Shyvana,TOP,48.14,irontogold,0.33,0.24,no change
Singed,TOP,51.09,irontogold,0.23,1.17,no change
Sion,TOP,52.36,irontogold,0.49,3.38,no change
Sivir,ADC,51.62,irontogold,2.54,5.76,no change
Skarner,JUNGLE,52.38,irontogold,0.37,1.19,no change
Sona,SUPPORT,51.06,irontogold,0.1,2.17,no change
Soraka,SUPPORT,50.07,irontogold,0.54,4.04,no change
Swain,MID,54.32,irontogold,6.7,0.82,no change
Swain,SUPPORT,51.66,irontogold,6.7,5.09,no change
Sylas,MID,48.37,irontogold,8.26,8.2,no change
Sylas,TOP,47.59,irontogold,8.26,4.38,no change
Syndra,MID,46.73,irontogold,0.77,2.13,no change
Tahm Kench,TOP,47.86,irontogold,0.36,0.94,no change
Tahm Kench,ADC,50.26,irontogold,0.36,0.35,no change
Tahm Kench,SUPPORT,44.13,irontogold,0.36,0.42,no change
Taliyah,SUPPORT,48.86,irontogold,0.09,0.08,no change
Taliyah,JUNGLE,46.33,irontogold,0.09,0.59,no change
Taliyah,MID,45.01,irontogold,0.09,0.1,no change
Talon,MID,48.77,irontogold,3.53,4.47,no change
Taric,SUPPORT,51.54,irontogold,0.14,1.11,buff
Teemo,TOP,50.68,irontogold,8.06,5.27,no change
Thresh,SUPPORT,49.22,irontogold,8.64,13.51,no change
Tristana,ADC,50.67,irontogold,16.86,15.24,no change
Trundle,JUNGLE,50.1,irontogold,0.23,1.22,buff
Trundle,TOP,50.45,irontogold,0.23,0.5,buff
Tryndamere,MID,51.4,irontogold,3.85,0.62,no change
Tryndamere,TOP,48.06,irontogold,3.85,3.38,no change
Tryndamere,JUNGLE,47.65,irontogold,3.85,0.43,no change
Twisted Fate,MID,46.47,irontogold,0.3,3.18,no change
Twitch,ADC,49.96,irontogold,2.23,4.58,no change
Udyr,JUNGLE,50.16,irontogold,14.95,5.8,no change
Urgot,TOP,53.05,irontogold,8.7,6.86,no change
Varus,ADC,49.37,irontogold,0.56,5.04,no change
Vayne,ADC,50.59,irontogold,12.84,11.92,no change
Vayne,TOP,48.18,irontogold,12.84,2.12,no change
Veigar,MID,51,irontogold,1.96,4.61,no change
Veigar,SUPPORT,49.55,irontogold,1.96,1.29,no change
Vel'Koz,MID,51.45,irontogold,1.04,2.07,no change
Vel'Koz,SUPPORT,50.87,irontogold,1.04,2.59,no change
Vi,JUNGLE,51.59,irontogold,0.6,3.47,no change
Viego,JUNGLE,49.18,irontogold,15.96,6.61,no change
Viego,MID,50.86,irontogold,15.96,2.25,no change
Viego,TOP,48.96,irontogold,15.96,1.61,no change
Viktor,MID,50.86,irontogold,0.65,3.33,no change
Vladimir,MID,52.07,irontogold,5.75,5.32,nerf
Vladimir,TOP,51.13,irontogold,5.75,2.16,nerf
Volibear,JUNGLE,52.98,irontogold,6.95,7.04,no change
Volibear,TOP,50.68,irontogold,6.95,4.56,no change
Warwick,JUNGLE,51.23,irontogold,3.16,6.45,no change
Warwick,TOP,50.15,irontogold,3.16,0.77,no change
Wukong,TOP,52.05,irontogold,2.2,4.26,no change
Wukong,MID,53.64,irontogold,2.2,0.61,no change
Wukong,JUNGLE,50.56,irontogold,2.2,0.74,no change
Xayah,ADC,47.1,irontogold,0.49,4.15,no change
Xerath,MID,50.52,irontogold,2.4,2,buff
Xerath,SUPPORT,50.67,irontogold,2.4,3.2,buff
Xin Zhao,JUNGLE,50.98,irontogold,2.16,5.77,no change
Yasuo,MID,51.59,irontogold,27.29,13.16,no change
Yasuo,TOP,51.9,irontogold,27.29,3.06,no change
Yone,MID,51.12,irontogold,25.42,10.68,no change
Yone,TOP,50.57,irontogold,25.42,2.79,no change
Yorick,TOP,51.16,irontogold,8.32,4.21,no change
Yuumi,SUPPORT,49.1,irontogold,6.51,7.01,no change
Zac,JUNGLE,51.75,irontogold,0.81,3.14,no change
Zed,MID,49.11,irontogold,42.21,11.08,no change
Ziggs,MID,50.18,irontogold,0.19,1.29,no change
Ziggs,ADC,52.78,irontogold,0.19,0.23,no change
Ziggs,SUPPORT,49.2,irontogold,0.19,0.28,no change
Zilean,MID,51.6,irontogold,0.53,0.37,no change
Zilean,SUPPORT,51.67,irontogold,0.53,2.44,no change
Zoe,MID,45.04,irontogold,1.29,2.3,no change
Zyra,SUPPORT,51.28,irontogold,1.87,3.97,no change
Aatrox,TOP,48.04,irontogold,4.05,4.91,no change
Aatrox,MID,51.04,irontogold,4.05,0.66,no change
Ahri,MID,50.32,irontogold,1.85,5.3,no change
Akali,MID,48.51,irontogold,16.04,9.62,no change
Akali,TOP,47.86,irontogold,16.04,3.85,no change
Alistar,SUPPORT,50.99,irontogold,3.33,6.94,no change
Amumu,JUNGLE,53.13,irontogold,1.07,3.66,no change
Anivia,MID,51.67,irontogold,3.79,2.63,no change
Anivia,SUPPORT,47.77,irontogold,3.79,0.43,no change
Annie,MID,52.81,irontogold,1.35,2.41,no change
Annie,SUPPORT,49.4,irontogold,1.35,0.34,no change
Aphelios,ADC,46.11,irontogold,0.96,2.56,no change
Ashe,ADC,50.22,irontogold,1.66,9.53,no change
Aurelion Sol,MID,48.93,irontogold,0.18,0.52,no change
Azir,MID,45.21,irontogold,0.17,0.96,no change
Bard,SUPPORT,50.61,irontogold,0.46,2.9,nerf
Blitzcrank,SUPPORT,49.82,irontogold,16.45,7.33,no change
Brand,SUPPORT,52.09,irontogold,9.71,5.9,no change
Brand,MID,52.57,irontogold,9.71,1.26,no change
Braum,SUPPORT,50.65,irontogold,0.43,2.43,no change
Caitlyn,ADC,48.78,irontogold,8.89,13.1,no change
Camille,TOP,48.53,irontogold,2.51,3.41,no change
Cassiopeia,MID,49.29,irontogold,0.96,1.5,no change
Cassiopeia,TOP,50.65,irontogold,0.96,0.27,no change
Cho'Gath,TOP,51.95,irontogold,2.52,4.19,no change
Cho'Gath,MID,51.59,irontogold,2.52,0.75,no change
Corki,MID,53.51,irontogold,0.3,1.21,no change
Darius,TOP,49.5,irontogold,36.71,7.84,nerf
Diana,JUNGLE,51.5,irontogold,26.26,10.5,no change
Diana,MID,52.59,irontogold,26.26,5.18,no change
Dr. Mundo,TOP,52.22,irontogold,3.36,1.66,no change
Dr. Mundo,JUNGLE,51.45,irontogold,3.36,2.71,no change
Draven,ADC,48.98,irontogold,3.3,3.35,no change
Ekko,MID,51.56,irontogold,3.58,3.76,no change
Ekko,JUNGLE,50.31,irontogold,3.58,4.24,no change
Elise,JUNGLE,50.53,irontogold,7.63,3.93,no change
Evelynn,JUNGLE,49.23,irontogold,5.58,3.94,no change
Ezreal,ADC,46.5,irontogold,3.85,17.26,no change
Fiddlesticks,JUNGLE,52,irontogold,1.96,3.49,no change
Fiora,TOP,48.72,irontogold,6.23,4.3,no change
Fizz,MID,50.17,irontogold,11.82,4.44,no change
Galio,MID,52.73,irontogold,2.16,3.56,tweak
Galio,SUPPORT,50.04,irontogold,2.16,2.99,tweak
Gangplank,TOP,45.67,irontogold,1.08,2.5,no change
Gangplank,MID,46.93,irontogold,1.08,0.52,no change
Garen,TOP,51.63,irontogold,7.63,8.53,no change
Garen,MID,54.85,irontogold,7.63,1.14,no change
Gnar,TOP,49.27,irontogold,5.45,5.19,no change
Gragas,JUNGLE,47.91,irontogold,0.34,1.61,no change
Gragas,TOP,46.83,irontogold,0.34,0.52,no change
Gragas,SUPPORT,45.2,irontogold,0.34,0.51,no change
Graves,JUNGLE,48.13,irontogold,2.14,3.91,no change
Gwen,TOP,45.89,irontogold,22.51,4.86,no change
Gwen,MID,45.15,irontogold,22.51,2.09,no change
Gwen,JUNGLE,45.53,irontogold,22.51,1.64,no change
Hecarim,JUNGLE,46.43,irontogold,16.82,5.26,no change
Heimerdinger,MID,51.7,irontogold,1.7,1.11,no change
Heimerdinger,TOP,50.48,irontogold,1.7,0.92,no change
Heimerdinger,ADC,52.85,irontogold,1.7,0.29,no change
Illaoi,TOP,50.51,irontogold,6.01,2.68,no change
Irelia,TOP,46.26,irontogold,11.35,5.76,no change
Irelia,MID,45.99,irontogold,11.35,4.26,no change
Ivern,JUNGLE,48.91,irontogold,0.27,0.88,no change
Janna,SUPPORT,49.8,irontogold,0.19,2.94,no change
Jarvan IV,JUNGLE,48.86,irontogold,0.2,1.93,no change
Jax,TOP,49.86,irontogold,3.94,4.55,no change
Jax,JUNGLE,48.83,irontogold,3.94,1.94,no change
Jayce,MID,50.4,irontogold,0.84,0.86,no change
Jayce,TOP,48.05,irontogold,0.84,2.41,no change
Jhin,ADC,51.59,irontogold,5.98,15.95,no change
Jinx,ADC,51.33,irontogold,8.1,18.42,nerf
Kai'Sa,ADC,49.26,irontogold,10.73,19.66,no change
Kalista,ADC,47.11,irontogold,0.49,1.53,no change
Kalista,TOP,44.04,irontogold,0.49,0.33,no change
Karma,SUPPORT,47.22,irontogold,0.48,4.3,no change
Karthus,JUNGLE,49.72,irontogold,0.77,1.3,no change
Karthus,MID,49.59,irontogold,0.77,0.2,no change
Kassadin,MID,49.28,irontogold,4.81,2.74,no change
Katarina,MID,49.85,irontogold,13.3,9.19,nerf
Kayle,MID,52.49,irontogold,0.39,0.34,buff
Kayle,TOP,50.04,irontogold,0.39,2.21,buff
Kayn,JUNGLE,49.96,irontogold,10.12,11.73,no change
Kennen,MID,52.42,irontogold,0.31,0.42,buff
Kennen,TOP,49.05,irontogold,0.31,1.73,buff
Kha'Zix,JUNGLE,48.72,irontogold,6.22,7.01,no change
Kindred,JUNGLE,48.35,irontogold,1.17,4.34,no change
Kled,MID,54.59,irontogold,1.03,0.34,no change
Kled,TOP,51.15,irontogold,1.03,1.77,no change
Kog'Maw,ADC,50.22,irontogold,0.69,2.91,no change
LeBlanc,MID,48.09,irontogold,4.5,3.92,no change
Lee Sin,JUNGLE,48.01,irontogold,12.22,14.41,no change
Lee Sin,TOP,48.25,irontogold,12.22,2.79,no change
Leona,SUPPORT,51.39,irontogold,26.37,11.94,no change
Lillia,JUNGLE,44.78,irontogold,0.83,2.07,no change
Lissandra,MID,48.98,irontogold,0.34,1.44,no change
Lucian,ADC,46.82,irontogold,2.74,6.8,no change
Lucian,MID,45.62,irontogold,2.74,2.77,no change
Lulu,SUPPORT,49.74,irontogold,12.93,12.14,no change
Lux,SUPPORT,49.32,irontogold,6.06,12.24,buff
Lux,MID,51.27,irontogold,6.06,4.72,buff
Malphite,TOP,51.93,irontogold,8.72,5.58,no change
Malphite,MID,51.57,irontogold,8.72,1.36,no change
Malphite,SUPPORT,48.6,irontogold,8.72,1.63,no change
Malzahar,MID,52.91,irontogold,4.35,3.39,no change
Maokai,TOP,52.27,irontogold,0.55,0.68,no change
Maokai,SUPPORT,51.28,irontogold,0.55,2.31,no change
Master Yi,JUNGLE,51.01,irontogold,21.33,9.85,no change
Miss Fortune,ADC,51.02,irontogold,2.16,12.24,no change
Mordekaiser,TOP,50.56,irontogold,10.26,7.69,no change
Mordekaiser,MID,53.85,irontogold,10.26,1.06,no change
Mordekaiser,JUNGLE,52.08,irontogold,10.26,1.01,no change
Morgana,JUNGLE,53.99,irontogold,53.32,7.42,no change
Morgana,SUPPORT,50.65,irontogold,53.32,9.75,no change
Nami,SUPPORT,50.94,irontogold,0.22,3.92,no change
Nasus,TOP,52.31,irontogold,6.96,6.46,no change
Nautilus,SUPPORT,49.98,irontogold,9.43,8.18,no change
Neeko,MID,51.24,irontogold,0.82,2.27,no change
Neeko,SUPPORT,48.91,irontogold,0.82,0.98,no change
Nidalee,JUNGLE,44.77,irontogold,0.89,3.64,no change
Nocturne,JUNGLE,51.1,irontogold,5.43,6.73,no change
Olaf,JUNGLE,47.63,irontogold,2.36,2.19,no change
Olaf,TOP,45.58,irontogold,2.36,0.31,no change
Orianna,MID,47.73,irontogold,0.46,3.14,no change
Ornn,TOP,52.88,irontogold,1.11,3.86,no change
Pantheon,MID,51.11,irontogold,5.88,3.12,no change
Pantheon,TOP,48.89,irontogold,5.88,0.92,no change
Pantheon,SUPPORT,46.57,irontogold,5.88,2.96,no change
Poppy,JUNGLE,50.43,irontogold,1.09,1.83,no change
Poppy,TOP,48.91,irontogold,1.09,1.4,no change
Pyke,SUPPORT,48.05,irontogold,11.63,7.65,no change
Qiyana,MID,45.9,irontogold,1.87,3.77,no change
Quinn,MID,51.59,irontogold,1.45,0.3,no change
Quinn,TOP,49.71,irontogold,1.45,1.67,no change
Rakan,SUPPORT,49.65,irontogold,0.31,3.33,no change
Rammus,JUNGLE,50.4,irontogold,12.67,4.65,no change
Rek'Sai,JUNGLE,48.18,irontogold,0.8,1.69,no change
Rell,SUPPORT,49.53,irontogold,4,2.59,no change
Renekton,TOP,46.74,irontogold,6.59,5.03,no change
Renekton,MID,49.09,irontogold,6.59,1.19,no change
Rengar,JUNGLE,45.13,irontogold,1.37,2.39,no change
Rengar,TOP,46.8,irontogold,1.37,0.77,no change
Riven,TOP,49.26,irontogold,1.35,4.31,no change
Riven,MID,52.09,irontogold,1.35,0.74,no change
Rumble,MID,51.58,irontogold,2.96,1.44,no change
Rumble,JUNGLE,48.47,irontogold,2.96,2.7,no change
Rumble,TOP,46.52,irontogold,2.96,2.28,no change
Ryze,MID,45.11,irontogold,0.31,2.25,no change
Ryze,TOP,44.73,irontogold,0.31,0.81,no change
