champ,role,winrate,banrate,pickrate,change,rank
Yone,MID,48.39,7.5,6.04,no change,challenger
Yone,TOP,50,7.5,2.94,no change,challenger
Yorick,TOP,62.96,0.41,0.87,no change,challenger
Yuumi,SUPPORT,37.35,18.48,10.91,no change,challenger
Zac,JUNGLE,47.92,2.48,5.1,no change,challenger
Zed,MID,62.32,20.36,7.51,no change,challenger
Ziggs,ADC,51.26,22.36,12.21,tweak,challenger
Ziggs,MID,60,22.36,2.46,tweak,challenger
Zilean,SUPPORT,62.5,1.55,3.13,no change,challenger
Zoe,MID,48.72,1.93,3.04,no change,challenger
Zyra,SUPPORT,55.17,0.75,2.43,no change,challenger
Aatrox,TOP,44.44,2.13,5.08,no change,challenger
Ahri,MID,52.08,0.69,3.17,no change,challenger
Akali,MID,50,4.75,3.28,no change,challenger
Akali,TOP,40,4.75,1.67,no change,challenger
Akshan,MID,44.44,36.95,4.44,nerf,challenger
Akshan,ADC,41.67,36.95,1.78,nerf,challenger
Alistar,SUPPORT,58.82,1.29,5.87,no change,challenger
Anivia,MID,57.89,3.31,3.03,no change,challenger
Aphelios,ADC,55.96,5.67,15.13,no change,challenger
Ashe,ADC,54.04,4.37,16.43,no change,challenger
Azir,MID,65.52,0.33,1.77,no change,challenger
Bard,SUPPORT,58.93,4.18,8.26,no change,challenger
Blitzcrank,SUPPORT,59.26,5.97,5.91,no change,challenger
Brand,SUPPORT,58.33,0.52,2.44,no change,challenger
Braum,SUPPORT,54.55,0.61,5.78,no change,challenger
Caitlyn,ADC,50.65,1.69,7.31,no change,challenger
Camille,TOP,47.83,15.8,16.52,no change,challenger
Cassiopeia,MID,45.45,2.88,4.27,no change,challenger
Cho'Gath,TOP,50,0.24,1.24,no change,challenger
Darius,TOP,64.29,7.88,3.8,no change,challenger
Diana,MID,70.83,12.62,2.13,no change,challenger
Diana,JUNGLE,50.67,12.62,9.37,no change,challenger
Dr. Mundo,TOP,64.44,1.72,3.59,no change,challenger
Draven,ADC,41.18,16.62,8.34,no change,challenger
Ekko,JUNGLE,55.38,3.12,4.63,buff,challenger
Ekko,MID,40.98,3.12,3.87,buff,challenger
Elise,JUNGLE,52,2.97,2.79,no change,challenger
Evelynn,JUNGLE,48.81,19.53,5.42,buff,challenger
Ezreal,ADC,56.11,8.06,24.01,no change,challenger
Fiddlesticks,JUNGLE,54.55,7.56,3.71,no change,challenger
Fiora,TOP,56.58,26.39,8.98,no change,challenger
Galio,MID,51.22,1.15,3.47,no change,challenger
Gangplank,TOP,50.57,2.07,3.64,tweak,challenger
Gnar,TOP,48.98,0.47,4.51,no change,challenger
Gragas,JUNGLE,53.13,0.36,2.11,no change,challenger
Graves,JUNGLE,54.9,11.07,9.06,nerf,challenger
Graves,MID,46.67,11.07,4.09,nerf,challenger
Gwen,JUNGLE,56.25,8.69,1.45,no change,challenger
Gwen,TOP,44.23,8.69,3.63,no change,challenger
Hecarim,JUNGLE,48.78,1.19,3.7,no change,challenger
Illaoi,TOP,50,0.68,0.97,no change,challenger
Irelia,TOP,53.4,42.53,9.67,nerf,challenger
Irelia,MID,63.64,42.53,6.07,nerf,challenger
Ivern,JUNGLE,60,0.57,1.8,no change,challenger
Janna,SUPPORT,58.62,0.92,7.02,no change,challenger
Jarvan IV,JUNGLE,48.15,2.65,9.54,no change,challenger
Jarvan IV,TOP,44.44,2.65,1.93,no change,challenger
Jax,TOP,46.88,7.93,5.82,no change,challenger
Jayce,TOP,52.08,3.66,8.61,no change,challenger
Jhin,ADC,51.97,0.51,13.15,no change,challenger
Jinx,ADC,64.58,0.2,5.59,no change,challenger
Kai'Sa,ADC,54.08,1.29,10.73,no change,challenger
Kalista,ADC,56.9,1.45,3.88,no change,challenger
Karma,SUPPORT,51.09,3.15,9.27,no change,challenger
Karthus,JUNGLE,50,8.12,3.76,no change,challenger
Kassadin,MID,60.71,20.98,3.89,no change,challenger
Katarina,MID,42.42,18,5.68,no change,challenger
Kayle,TOP,44.44,1.56,2.47,no change,challenger
Kayle,MID,48,1.56,1.83,no change,challenger
Kayn,JUNGLE,52.13,22.12,8.25,nerf,challenger
Kennen,TOP,49.43,1.85,5.29,no change,challenger
Kennen,MID,56.25,1.85,2,no change,challenger
Kha'Zix,JUNGLE,52.9,10.91,10.7,no change,challenger
Kindred,JUNGLE,63.24,10.08,6.41,no change,challenger
Kog'Maw,ADC,65.22,1.01,3.25,no change,challenger
LeBlanc,MID,50.59,23.16,10.18,no change,challenger
Lee Sin,JUNGLE,57.14,25.62,24.07,no change,challenger
Leona,SUPPORT,56.08,13.15,13.37,nerf,challenger
Lillia,JUNGLE,39.29,0.23,2.06,no change,challenger
Lissandra,MID,53.33,0.58,2.85,buff,challenger
Lucian,MID,43.59,4.04,5.89,tweak,challenger
Lucian,TOP,42.86,4.04,2.05,tweak,challenger
Lulu,SUPPORT,55.29,31.06,12,no change,challenger
Lux,MID,60.71,0.39,1.9,no change,challenger
Lux,SUPPORT,44.44,0.39,2.22,no change,challenger
Malphite,TOP,53.19,5.09,4.35,no change,challenger
Malzahar,MID,51.28,1.38,2.62,no change,challenger
Master Yi,JUNGLE,60.87,2.24,2.23,no change,challenger
Morgana,SUPPORT,56.76,9.52,3.44,no change,challenger
Nami,SUPPORT,54.17,0.12,3.87,buff,challenger
Nautilus,SUPPORT,42.42,9.05,9.86,no change,challenger
Nidalee,JUNGLE,50,8.31,11.42,no change,challenger
Nocturne,JUNGLE,52,4.24,3.84,no change,challenger
Olaf,JUNGLE,58.82,1.79,3.04,no change,challenger
Orianna,MID,51.43,0.32,4.33,no change,challenger
Pyke,MID,60.53,4.62,1.19,no change,challenger
Pyke,SUPPORT,40.2,4.62,6.94,no change,challenger
Qiyana,MID,44.44,11.41,6.27,no change,challenger
Quinn,TOP,39.29,0.62,1.34,no change,challenger
Rakan,SUPPORT,57.06,0.93,10.18,no change,challenger
Rek'Sai,JUNGLE,48.78,1.96,3.54,no change,challenger
Rell,SUPPORT,47.83,0.5,3.29,no change,challenger
Renekton,TOP,52.24,6.73,6.43,no change,challenger
Riven,TOP,50.54,7.93,7,no change,challenger
Ryze,MID,53.66,1.35,6.25,no change,challenger
Samira,ADC,52.38,10.95,7.27,no change,challenger
Senna,SUPPORT,54.84,1.85,4.39,buff,challenger
Seraphine,SUPPORT,53.33,1.02,3.24,no change,challenger
Sett,TOP,44.09,6.79,9.47,no change,challenger
Sett,SUPPORT,59.38,6.79,1.97,no change,challenger
Sett,MID,48.15,6.79,1.9,no change,challenger
Shen,TOP,52.08,1.42,4.63,no change,challenger
Shyvana,JUNGLE,45.16,0.46,2.32,no change,challenger
Sivir,ADC,58.33,0.2,3.2,no change,challenger
Skarner,JUNGLE,53.13,0.25,1.03,no change,challenger
Sona,SUPPORT,55.83,6.06,9.06,no change,challenger
Soraka,SUPPORT,51.85,0.32,3.59,no change,challenger
Sylas,MID,52.88,8.73,8.3,no change,challenger
Sylas,TOP,61.54,8.73,2.9,no change,challenger
Syndra,MID,50.52,3.87,7.55,no change,challenger
Syndra,ADC,45,3.87,2.95,no change,challenger
Tahm Kench,TOP,46.94,21.22,5.65,nerf,challenger
Tahm Kench,SUPPORT,35.48,21.22,1.22,nerf,challenger
Taliyah,JUNGLE,46.43,0.33,1.63,no change,challenger
Talon,TOP,59.52,3.57,0.88,no change,challenger
Talon,MID,51.61,3.57,3.27,no change,challenger
Thresh,SUPPORT,47.39,26.22,19.24,no change,challenger
Tristana,ADC,53.51,3.42,11.56,no change,challenger
Trundle,JUNGLE,51.11,5.08,4.37,no change,challenger
Trundle,SUPPORT,36.25,5.08,6.94,no change,challenger
Tryndamere,TOP,37.04,8.04,2.63,no change,challenger
Twisted Fate,MID,49.09,0.52,4.36,no change,challenger
Twitch,ADC,42.86,1.3,3.7,no change,challenger
Varus,ADC,45.03,2.81,10.79,no change,challenger
Vayne,ADC,57.61,5.39,10.3,no change,challenger
Vel'Koz,MID,61.54,0.74,1.33,no change,challenger
Vel'Koz,SUPPORT,61.9,0.74,1.31,no change,challenger
Viego,JUNGLE,48.19,48.69,17.13,tweak,challenger
Viktor,MID,59.46,0.35,3.03,no change,challenger
Vladimir,MID,42,8.04,3.86,no change,challenger
Vladimir,TOP,31.03,8.04,2.06,no change,challenger
Wukong,TOP,51.72,2.35,4.23,no change,challenger
Xayah,ADC,56.25,0.06,3.89,tweak,challenger
Xerath,MID,50,1.63,2.62,no change,challenger
Xerath,SUPPORT,45.16,1.63,2.53,no change,challenger
Xin Zhao,JUNGLE,54.46,26.5,9.13,no change,challenger
Yasuo,MID,46.67,9.23,7.28,no change,challenger
Yone,MID,53.73,7.25,6.29,no change,challenger
Yone,TOP,43.59,7.25,2.83,no change,challenger
Yorick,TOP,45.65,0.37,1.14,no change,challenger
Yuumi,SUPPORT,47.22,23.02,9.85,no change,challenger
Zac,JUNGLE,57.63,2.93,5.1,no change,challenger
Zed,MID,52.46,20.75,7.37,tweak,challenger
Ziggs,ADC,57.8,16.71,9.35,no change,challenger
Ziggs,MID,31.03,16.71,1.78,no change,challenger
Zilean,SUPPORT,53.33,2.4,3.35,no change,challenger
Zoe,MID,40.98,1.77,3.52,no change,challenger
Aatrox,TOP,47.06,1.92,5.12,no change,challenger
Ahri,MID,51.35,0.81,3.52,no change,challenger
Akali,MID,45.45,3.59,2.89,no change,challenger
Akshan,MID,51.81,30.57,4.97,no change,challenger
Akshan,ADC,59.52,30.57,1.33,no change,challenger
Alistar,SUPPORT,55.56,1.46,5.36,no change,challenger
Amumu,JUNGLE,66.67,3.37,3.4,no change,challenger
Amumu,SUPPORT,62.5,3.37,1.65,no change,challenger
Anivia,MID,64.06,3.35,3.21,no change,challenger
Aphelios,ADC,52.16,6.74,15.34,nerf,challenger
Ashe,ADC,49.26,5.35,13.79,nerf,challenger
Bard,SUPPORT,45.78,3.39,9.14,no change,challenger
Blitzcrank,SUPPORT,48.89,6.68,5.35,no change,challenger
Brand,SUPPORT,50,0.6,1.95,no change,challenger
Braum,SUPPORT,45,0.78,6.38,no change,challenger
Caitlyn,ADC,54.84,1.44,6.72,no change,challenger
Camille,TOP,56.54,18.29,15.88,nerf,challenger
Cassiopeia,ADC,60.87,2.86,1.45,no change,challenger
Cassiopeia,MID,46.67,2.86,3.61,no change,challenger
Cho'Gath,TOP,39.02,0.25,1.47,no change,challenger
Corki,MID,50,0.17,1.73,no change,challenger
Darius,TOP,36.36,9.62,4.88,no change,challenger
Diana,JUNGLE,48.57,7.24,6.57,no change,challenger
Diana,MID,36.96,7.24,2.37,no change,challenger
Dr. Mundo,TOP,48.78,1.18,2.7,buff,challenger
Draven,ADC,55.38,17.9,7.54,tweak,challenger
Ekko,JUNGLE,55.02,18.41,14.89,no change,challenger
Ekko,MID,55.36,18.41,3.86,no change,challenger
Elise,JUNGLE,51.61,3.65,2.73,no change,challenger
Evelynn,JUNGLE,46.15,20.45,4.65,no change,challenger
Ezreal,ADC,49.23,8.37,26.14,no change,challenger
Fiddlesticks,JUNGLE,44.44,8.27,3.5,no change,challenger
Fiora,TOP,57.38,25.9,8.83,no change,challenger
Fizz,MID,56.25,2.32,2.25,tweak,challenger
Galio,SUPPORT,65.22,1.08,1.92,no change,challenger
Galio,MID,51.52,1.08,3.8,no change,challenger
Gangplank,TOP,48.11,3.89,5.05,buff,challenger
Gnar,TOP,51.11,0.95,4.27,no change,challenger
Gragas,SUPPORT,64.29,0.31,1.28,no change,challenger
Gragas,JUNGLE,53.13,0.31,2,no change,challenger
Graves,JUNGLE,50,8.98,9.96,no change,challenger
Graves,MID,48.15,8.98,2.53,no change,challenger
Gwen,TOP,51.85,5.72,3.28,no change,challenger
Hecarim,JUNGLE,53.57,1.26,3.11,no change,challenger
Illaoi,TOP,50,0.49,0.94,no change,challenger
Irelia,TOP,57.29,42.3,8.65,no change,challenger
Irelia,MID,56.34,42.3,5.8,no change,challenger
Janna,SUPPORT,51.02,0.93,5.51,no change,challenger
Jarvan IV,JUNGLE,46.4,5.38,11.42,no change,challenger
Jarvan IV,TOP,53.85,5.38,1.09,no change,challenger
Jax,TOP,54.12,8.41,6.09,no change,challenger
Jayce,TOP,56.86,5.09,9.32,nerf,challenger
Jayce,MID,51.43,5.09,2.11,nerf,challenger
Jhin,ADC,51.03,0.62,11.7,no change,challenger
Jinx,ADC,55.88,0.2,5.53,buff,challenger
Kai'Sa,ADC,53.33,0.77,9.25,no change,challenger
Kalista,ADC,55.32,1.23,2.91,buff,challenger
Karma,SUPPORT,49.45,2.17,7.95,buff,challenger
Karthus,JUNGLE,50,9.15,3.64,no change,challenger
Kassadin,MID,53.49,17.46,4.05,no change,challenger
Katarina,MID,46.88,17.29,6.18,no change,challenger
Kayle,MID,55.17,1.29,1.38,no change,challenger
Kayle,TOP,45.45,1.29,1.99,no change,challenger
Kayn,JUNGLE,57.69,17.05,7.12,no change,challenger
Kennen,TOP,51.18,3.18,7.11,no change,challenger
Kha'Zix,JUNGLE,54.55,13.95,10.78,no change,challenger
Kindred,JUNGLE,57.47,11.45,6.17,no change,challenger
Kled,TOP,56.52,0.62,1.85,no change,challenger
LeBlanc,MID,51.37,26.66,10.07,no change,challenger
Lee Sin,JUNGLE,48.66,33.43,22.87,nerf,challenger
Leona,SUPPORT,51.87,15.25,12.49,no change,challenger
Lissandra,MID,45.65,0.71,3.61,no change,challenger
Lucian,ADC,50,3.01,11.38,no change,challenger
Lucian,MID,57.14,3.01,2.29,no change,challenger
Lucian,TOP,50,3.01,1.18,no change,challenger
Lulu,SUPPORT,51.47,29.55,12.28,no change,challenger
Lux,SUPPORT,51.72,0.47,2.19,no change,challenger
Malphite,TOP,44.23,5.35,4.62,no change,challenger
Malzahar,MID,65.85,1.7,2.36,no change,challenger
Maokai,SUPPORT,37.5,0.41,2.27,no change,challenger
Master Yi,JUNGLE,69.23,2.4,2.49,no change,challenger
Miss Fortune,ADC,42.11,0.13,2.72,buff,challenger
Mordekaiser,TOP,58.33,1.96,2.93,no change,challenger
Morgana,SUPPORT,56,11.88,4.42,buff,challenger
Nami,SUPPORT,47.67,0.3,8.02,no change,challenger
Nautilus,SUPPORT,52.14,8.79,8.71,no change,challenger
Nidalee,JUNGLE,51.5,11.29,11.09,no change,challenger
Nocturne,JUNGLE,57.89,3.26,3.21,no change,challenger
Olaf,JUNGLE,43.75,1.45,3.16,no change,challenger
Orianna,MID,55.71,0.39,4.85,no change,challenger
Ornn,TOP,40,0.31,2.95,no change,challenger
Poppy,TOP,45.83,1.02,1.67,no change,challenger
Pyke,SUPPORT,44.95,6.11,7.32,no change,challenger
Qiyana,MID,46.15,14.85,6.58,tweak,challenger
Rakan,SUPPORT,53.4,1.55,12.16,no change,challenger
Rek'Sai,JUNGLE,56.76,2.19,3.93,no change,challenger
Rell,SUPPORT,60.78,0.8,3.2,no change,challenger
Renekton,TOP,40.66,7.15,6.91,nerf,challenger
Renekton,MID,52.38,7.15,1.72,nerf,challenger
Riven,TOP,55.75,7.74,7.35,no change,challenger
Riven,MID,54.17,7.74,1.19,no change,challenger
Ryze,MID,47.62,2.02,8.53,no change,challenger
Ryze,TOP,51.61,2.02,2.12,no change,challenger
Samira,ADC,40.35,12.99,7.66,no change,challenger
Senna,SUPPORT,49.37,2.96,5.33,no change,challenger
Senna,ADC,55.77,2.96,2.82,no change,challenger
Seraphine,SUPPORT,40.54,0.78,3.7,no change,challenger
Sett,TOP,50.72,7.47,9.21,no change,challenger
Sett,MID,50,7.47,2.4,no change,challenger
Sett,SUPPORT,46.43,7.47,1.96,no change,challenger
Shaco,JUNGLE,58.82,12.6,3.88,no change,challenger
Shen,TOP,47.5,1.34,4.82,no change,challenger
Sion,TOP,36.36,0.2,2.44,no change,challenger
Sona,SUPPORT,57.23,3.76,7.38,no change,challenger
Soraka,SUPPORT,41.67,0.49,3.59,tweak,challenger
Sylas,MID,62.39,8.16,9.25,no change,challenger
Sylas,TOP,42.5,8.16,2.9,no change,challenger
Syndra,MID,58.73,2.16,4.84,no change,challenger
Syndra,ADC,45.71,2.16,1.79,no change,challenger
Tahm Kench,TOP,39.29,14.81,4.49,no change,challenger
Taliyah,JUNGLE,42.86,0.27,1.73,nerf,challenger
Talon,MID,55,5.75,4.25,nerf,challenger
Talon,JUNGLE,65.52,5.75,0.54,nerf,challenger
Talon,TOP,52.17,5.75,0.84,nerf,challenger
Thresh,SUPPORT,52.76,27.55,17.81,tweak,challenger
Tristana,ADC,59.65,2.71,9.01,no change,challenger
Tristana,MID,45,2.71,1.23,no change,challenger
Trundle,JUNGLE,72.88,7.54,5.19,nerf,challenger
Trundle,SUPPORT,56.36,7.54,4.36,nerf,challenger
Trundle,TOP,50,7.54,2.17,nerf,challenger
Tryndamere,TOP,46.15,9.12,3.29,no change,challenger
Twisted Fate,MID,42.42,1.01,5.88,no change,challenger
Twitch,ADC,56.6,0.81,4,buff,challenger
Varus,ADC,60.34,2.61,9.8,nerf,challenger
Vayne,ADC,55.04,5.61,10.26,no change,challenger
Viego,JUNGLE,45.83,24.95,10.68,no change,challenger
Viktor,MID,48.39,0.25,2.74,no change,challenger
Vladimir,MID,41.3,7.71,3.16,no change,challenger
Vladimir,TOP,25,7.71,1.76,no change,challenger
Volibear,TOP,50,0.74,1.68,no change,challenger
Wukong,TOP,59.09,1.58,3.92,no change,challenger
Xayah,ADC,48.78,0.44,7.26,no change,challenger
Xerath,MID,48.72,1.87,2.46,no change,challenger
Xerath,SUPPORT,50,1.87,2.7,no change,challenger
Xin Zhao,JUNGLE,46.73,20.66,9.08,no change,challenger
Yasuo,MID,54.05,11.13,7.49,no change,challenger
Yasuo,ADC,65.63,11.13,1.69,no change,challenger
Yone,MID,51.81,8.39,7.35,buff,challenger
Yone,TOP,47.89,8.39,3.45,buff,challenger
Yuumi,SUPPORT,54.44,22.4,9.54,buff,challenger
Zac,JUNGLE,62.5,2.9,4.25,no change,challenger
Zed,MID,55.71,24.4,8.84,tweak,challenger
Ziggs,MID,71.43,13.17,1.54,no change,challenger
Ziggs,ADC,53.85,13.17,7.91,no change,challenger
Zilean,SUPPORT,48.89,2.74,3.99,no change,challenger
Zoe,MID,52.46,2.27,3.75,buff,challenger
Zyra,SUPPORT,42.86,0.84,2.47,no change,challenger
Aatrox,TOP,52.72,8.06,9.98,tweak,challenger
Ahri,MID,50,0.38,2.98,no change,challenger
Akali,MID,47.89,34.24,8.19,nerf,challenger
Akali,TOP,47.73,34.24,5.02,nerf,challenger
Alistar,SUPPORT,54.62,4.87,14.7,no change,challenger
Anivia,MID,54.03,19.37,5.84,no change,challenger
Annie,MID,53.49,0.92,2.07,no change,challenger
Aphelios,ADC,48.54,1.5,10.19,no change,challenger
Ashe,ADC,55.07,1.32,5.18,no change,challenger
Ashe,SUPPORT,50,1.32,1.41,no change,challenger
Aurelion Sol,MID,62.16,0.46,1.39,no change,challenger
Azir,MID,56.1,0.24,1.29,buff,challenger
Bard,SUPPORT,54.98,3.8,9.82,no change,challenger
Blitzcrank,SUPPORT,56.57,3.04,3.77,no change,challenger
Brand,MID,64,0.91,0.5,no change,challenger
Brand,SUPPORT,54.55,0.91,1.78,no change,challenger
Braum,SUPPORT,40.82,0.09,2.1,no change,challenger
Caitlyn,ADC,53.09,1.16,3.75,buff,challenger
Camille,TOP,54.56,25.63,18.02,no change,challenger
Cassiopeia,MID,66.67,1.92,3.1,no change,challenger
Cho'Gath,TOP,56.86,0.28,1.71,no change,challenger
Cho'Gath,MID,50,0.28,0.52,no change,challenger
Corki,MID,64.29,0.05,0.71,no change,challenger
Darius,TOP,54.84,24.43,7.95,nerf,challenger
Diana,MID,54.17,1.56,3.94,no change,challenger
Draven,ADC,50.74,6.79,5.97,no change,challenger
Ekko,JUNGLE,55.17,11.02,8.35,no change,challenger
Ekko,MID,51.67,11.02,6.2,no change,challenger
Elise,JUNGLE,58.65,6.29,7.69,nerf,challenger
Evelynn,JUNGLE,53.54,21.13,5.14,no change,challenger
Ezreal,ADC,47.1,1.5,10.99,no change,challenger
Fiddlesticks,JUNGLE,50.59,4.86,3.76,no change,challenger
Fiora,TOP,51.95,9.79,6.25,no change,challenger
Fizz,MID,53.09,11.41,4.81,no change,challenger
Galio,MID,59.65,2.69,5.65,no change,challenger
Galio,SUPPORT,55.41,2.69,5.06,no change,challenger
Gangplank,TOP,49.41,1.52,3.67,no change,challenger
Gangplank,MID,50,1.52,0.43,no change,challenger
Garen,TOP,34.48,0.93,2.8,no change,challenger
Gnar,TOP,50.52,1.34,7.54,no change,challenger
Gragas,TOP,55.02,2.09,5.37,no change,challenger
Gragas,SUPPORT,49.07,2.09,2.39,no change,challenger
Gragas,JUNGLE,49.46,2.09,2.67,no change,challenger
Graves,JUNGLE,46.88,38.36,18.44,no change,challenger
Hecarim,JUNGLE,55.08,28.24,13.34,no change,challenger
Irelia,TOP,45.6,14.35,8.14,no change,challenger
Irelia,MID,51.72,14.35,4.27,no change,challenger
Ivern,JUNGLE,48.39,4.88,4.73,no change,challenger
Janna,SUPPORT,57.3,2.26,10.52,no change,challenger
Jarvan IV,JUNGLE,57.69,0.08,2.19,no change,challenger
Jax,TOP,53.92,10.27,4.36,no change,challenger
Jayce,TOP,54.4,1.97,3.9,no change,challenger
Jayce,MID,48.28,1.97,1.44,no change,challenger
Jhin,ADC,51.69,13.72,33.01,no change,challenger
Jinx,ADC,53.49,0.05,1.25,no change,challenger
Kai'Sa,ADC,52.37,20.15,43.7,no change,challenger
Kalista,ADC,55,0.28,1.72,no change,challenger
Karma,SUPPORT,51.81,0.12,3.9,no change,challenger
Karma,TOP,45.45,0.12,0.35,no change,challenger
Karthus,JUNGLE,62.5,8.13,5.54,no change,challenger
Karthus,ADC,52.38,8.13,1.29,no change,challenger
Kassadin,MID,45.74,18.3,6.29,no change,challenger
Katarina,MID,56.25,27.7,6.59,no change,challenger
Kayle,MID,76.47,1.24,0.42,no change,challenger
Kayle,TOP,56.25,1.24,1.57,no change,challenger
Kayn,JUNGLE,53.36,15.12,9.27,no change,challenger
Kennen,TOP,46.96,0.44,2.92,no change,challenger
Kennen,MID,53.33,0.44,0.73,no change,challenger
Kha'Zix,JUNGLE,48.76,28.03,11.02,no change,challenger
Kindred,JUNGLE,48.84,3.38,6.25,no change,challenger
Kled,TOP,44.44,0.96,2.2,no change,challenger
Kog'Maw,ADC,64,0.17,0.94,no change,challenger
LeBlanc,MID,57.89,2.17,3.18,buff,challenger
Lee Sin,JUNGLE,47,1.43,8.25,no change,challenger
Leona,SUPPORT,47.2,23.7,13.9,no change,challenger
Lillia,JUNGLE,49.89,8.29,10.59,no change,challenger
Lissandra,MID,56.52,0.22,1.46,no change,challenger
Lucian,MID,49.81,9.88,7.26,no change,challenger
Lucian,TOP,56.64,9.88,2.42,no change,challenger
Lucian,ADC,47.23,9.88,9.55,no change,challenger
Lulu,SUPPORT,55.46,9.09,11.42,no change,challenger
Lux,MID,57.89,0.32,2.31,no change,challenger
Lux,SUPPORT,27.59,0.32,2.16,no change,challenger
Malphite,TOP,50,17.98,8.6,no change,challenger
Malphite,MID,43.48,17.98,0.99,no change,challenger
Malzahar,MID,59.7,0.88,1.95,no change,challenger
Maokai,SUPPORT,55.26,9.49,10.8,tweak,challenger
Master Yi,MID,65,6.51,0.32,no change,challenger
Master Yi,JUNGLE,57.14,6.51,2.68,no change,challenger
Miss Fortune,ADC,50.72,4.37,14.3,no change,challenger
Mordekaiser,TOP,39.34,1.42,3.01,no change,challenger
Morgana,SUPPORT,50,13.29,4.53,no change,challenger
Nami,SUPPORT,61.18,0.29,6.49,no change,challenger
Nasus,TOP,48.78,0.63,1.89,no change,challenger
Nautilus,SUPPORT,50.22,6.21,8.22,no change,challenger
Neeko,MID,51.85,0.28,1.45,no change,challenger
Neeko,TOP,36.36,0.28,0.65,no change,challenger
Nidalee,JUNGLE,57.82,6.41,11.81,no change,challenger
Olaf,JUNGLE,58.86,32.88,9.86,tweak,challenger
Orianna,MID,55.96,0.66,6.29,no change,challenger
Ornn,TOP,52.03,0.55,4.61,no change,challenger
Pantheon,TOP,57.89,31.56,3.03,no change,challenger
Pantheon,MID,52,31.56,3.05,no change,challenger
Pantheon,SUPPORT,48.2,31.56,4.63,no change,challenger
Pantheon,JUNGLE,53.57,31.56,3.42,no change,challenger
Poppy,TOP,57.25,0.98,2.91,no change,challenger
Pyke,SUPPORT,45.52,3.4,4.55,no change,challenger
Pyke,MID,42.31,3.4,1.06,no change,challenger
Qiyana,MID,55.43,0.96,3.09,no change,challenger
Quinn,TOP,53.85,0.75,1.44,no change,challenger
Rakan,SUPPORT,53.8,0.24,6.02,no change,challenger
Rammus,JUNGLE,55.77,1.68,1.43,no change,challenger
Rek'Sai,JUNGLE,49.17,3.04,4.87,no change,challenger
Rell,SUPPORT,52.79,2.73,5.13,no change,challenger
Renekton,TOP,48.81,11.53,8.43,no change,challenger
Renekton,MID,62.26,11.53,1.57,no change,challenger
Rengar,TOP,48.89,11.35,1.7,no change,challenger
Rengar,JUNGLE,50.36,11.35,5.2,no change,challenger
Riven,TOP,54.09,2.81,5.39,no change,challenger
Riven,MID,56.1,2.81,0.86,no change,challenger
Rumble,MID,53.24,0.83,2.48,no change,challenger
Rumble,TOP,47.3,0.83,1.43,no change,challenger
Ryze,MID,46.15,0.24,1.8,no change,challenger
Samira,ADC,48.91,45.84,16.8,no change,challenger
Sejuani,JUNGLE,38,0.06,1.49,no change,challenger
Senna,ADC,56.1,0.67,1.1,buff,challenger
Senna,SUPPORT,44.83,0.67,1.31,buff,challenger
Seraphine,SUPPORT,49.46,6.04,7.95,no change,challenger
Seraphine,MID,60.56,6.04,2.69,no change,challenger
Seraphine,ADC,45.45,6.04,1.12,no change,challenger
Sett,TOP,52.22,1.52,3.56,no change,challenger
Sett,MID,53.06,1.52,1.37,no change,challenger
Sett,SUPPORT,40.8,1.52,4.32,no change,challenger
Shaco,JUNGLE,53.26,5.39,2.87,buff,challenger
Shaco,SUPPORT,38.71,5.39,1.77,buff,challenger
Shen,TOP,55.96,4.24,7.43,no change,challenger
Sion,TOP,64.1,0.13,2.6,no change,challenger
Sivir,ADC,43.48,0.03,0.77,no change,challenger
Sona,SUPPORT,53.33,0.11,1.59,no change,challenger
Soraka,SUPPORT,47.06,0.23,1.99,buff,challenger
Swain,SUPPORT,55,1.1,1.41,no change,challenger
Sylas,TOP,57.14,2.65,2.69,no change,challenger
Sylas,MID,47.47,2.65,5.2,no change,challenger
Syndra,MID,54.1,1.17,6.19,no change,challenger
Taliyah,JUNGLE,56.13,17.51,11.86,no change,challenger
Talon,MID,48.48,3.76,3.75,no change,challenger
Taric,MID,59.09,0.51,0.42,no change,challenger
Taric,SUPPORT,48.89,0.51,1.33,no change,challenger
Teemo,TOP,42.31,0.88,1.7,no change,challenger
Thresh,SUPPORT,53.73,12.05,20.57,no change,challenger
Tristana,ADC,54.55,0.93,5.22,no change,challenger
Tristana,MID,53.42,0.93,1.32,no change,challenger
Tryndamere,MID,62.96,2.38,0.43,no change,challenger
Tryndamere,TOP,44.23,2.38,1.6,no change,challenger
Twisted Fate,MID,55.22,0.55,4.91,no change,challenger
Twitch,ADC,46.6,1.16,3.39,no change,challenger
Udyr,JUNGLE,60.49,1.35,2.57,no change,challenger
Urgot,TOP,43.66,0.58,2.48,no change,challenger
Varus,ADC,61.9,0.06,0.88,buff,challenger
Vayne,ADC,56.86,5.32,10.5,no change,challenger
Vayne,TOP,54.24,5.32,1.2,no change,challenger
Vel'Koz,MID,46.27,0.25,1.67,no change,challenger
Vel'Koz,SUPPORT,52.38,0.25,0.97,no change,challenger
Vi,JUNGLE,58.06,0.18,1.64,tweak,challenger
Viktor,MID,52.31,2.21,8.22,no change,challenger
Vladimir,MID,51.16,4.11,3.61,no change,challenger
Vladimir,TOP,50.94,4.11,2.05,no change,challenger
